# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2017-10-05 14:01:09 EDT       (caww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 05427910 SIXMILE CREEK @ COUNTY TRNK HGHWY M NR WAUNAKEE,WI
# -----------------------------------------------------------------------------------
#
# Data provided for site 05427910
#            TS   parameter     statistic     Description
#        154934       00060     00003     Discharge, cubic feet per second (Mean)
#        154935       00010     00001     Temperature, water, degrees Celsius (Maximum)
#        154936       00010     00002     Temperature, water, degrees Celsius (Minimum)
#        154937       00010     00003     Temperature, water, degrees Celsius (Mean)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	154934_00060_00003	154934_00060_00003_cd	154935_00010_00001	154935_00010_00001_cd	154936_00010_00002	154936_00010_00002_cd	154937_00010_00003	154937_00010_00003_cd
USGS	05427910	2014-02-08	18.8	A:e						
USGS	05427910	2014-02-09	18.8	A:e						
USGS	05427910	2014-02-10	18.8	A:e						
USGS	05427910	2014-02-11	18.8	A:e						
USGS	05427910	2014-02-12	18.6	A:e						
USGS	05427910	2014-02-13	18.1	A:e						
USGS	05427910	2014-02-14	18.0	A:e						
USGS	05427910	2014-02-15	17.7	A:e						
USGS	05427910	2014-02-16	17.6	A:e						
USGS	05427910	2014-02-17	17.6	A:e						
USGS	05427910	2014-02-18	17.6	A:e						
USGS	05427910	2014-02-19	17.7	A:e						
USGS	05427910	2014-02-20	17.0	A:e						
USGS	05427910	2014-02-21	33.8	A						
USGS	05427910	2014-02-22	21.3	A						
USGS	05427910	2014-02-23	13.2	A						
USGS	05427910	2014-02-24	9.89	A						
USGS	05427910	2014-02-25	9.83	A						
USGS	05427910	2014-02-26	6.91	A						
USGS	05427910	2014-02-27	9.13	A						
USGS	05427910	2014-02-28	7.43	A						
USGS	05427910	2014-03-01	9.88	A						
USGS	05427910	2014-03-02	12.5	A						
USGS	05427910	2014-03-03	10.1	A						
USGS	05427910	2014-03-04	14.2	A						
USGS	05427910	2014-03-05	17.5	A						
USGS	05427910	2014-03-06	18.6	A						
USGS	05427910	2014-03-07	23.1	A						
USGS	05427910	2014-03-08	26.4	A						
USGS	05427910	2014-03-09	31.9	A						
USGS	05427910	2014-03-10	43.0	A						
USGS	05427910	2014-03-11	119	A						
USGS	05427910	2014-03-12	271	A						
USGS	05427910	2014-03-13	171	A						
USGS	05427910	2014-03-14	143	A						
USGS	05427910	2014-03-15	245	A						
USGS	05427910	2014-03-16	152	A:e						
USGS	05427910	2014-03-17	101	A:e						
USGS	05427910	2014-03-18	77.1	A:e						
USGS	05427910	2014-03-19	121	A						
USGS	05427910	2014-03-20	107	A						
USGS	05427910	2014-03-21	76.5	A						
USGS	05427910	2014-03-22	68.3	A						
USGS	05427910	2014-03-23	50.6	A						
USGS	05427910	2014-03-24	41.1	A						
USGS	05427910	2014-03-25	30.6	A						
USGS	05427910	2014-03-26	25.9	A						
USGS	05427910	2014-03-27	25.6	A						
USGS	05427910	2014-03-28	47.0	A						
USGS	05427910	2014-03-29	42.2	A						
USGS	05427910	2014-03-30	35.9	A						
USGS	05427910	2014-03-31	34.4	A						
USGS	05427910	2014-04-01	43.5	A						
USGS	05427910	2014-04-02	33.5	A						
USGS	05427910	2014-04-03	30.0	A						
USGS	05427910	2014-04-04	31.4	A						
USGS	05427910	2014-04-05	28.0	A						
USGS	05427910	2014-04-06	25.2	A						
USGS	05427910	2014-04-07	27.4	A						
USGS	05427910	2014-04-08	30.8	A						
USGS	05427910	2014-04-09	28.0	A						
USGS	05427910	2014-04-10	27.9	A						
USGS	05427910	2014-04-11	26.3	A						
USGS	05427910	2014-04-12	26.1	A						
USGS	05427910	2014-04-13	69.8	A						
USGS	05427910	2014-04-14	168	A						
USGS	05427910	2014-04-15	91.2	A						
USGS	05427910	2014-04-16	71.2	A						
USGS	05427910	2014-04-17	60.9	A						
USGS	05427910	2014-04-18	49.8	A						
USGS	05427910	2014-04-19	38.5	A						
USGS	05427910	2014-04-20	34.0	A						
USGS	05427910	2014-04-21	32.5	A						
USGS	05427910	2014-04-22	29.9	A						
USGS	05427910	2014-04-23	27.0	A						
USGS	05427910	2014-04-24	33.1	A						
USGS	05427910	2014-04-25	39.0	A						
USGS	05427910	2014-04-26	34.2	A						
USGS	05427910	2014-04-27	31.5	A						
USGS	05427910	2014-04-28	43.8	A						
USGS	05427910	2014-04-29	73.5	A						
USGS	05427910	2014-04-30	57.1	A						
USGS	05427910	2014-05-01	51.1	A						
USGS	05427910	2014-05-02	43.0	A						
USGS	05427910	2014-05-03	38.1	A						
USGS	05427910	2014-05-04	33.0	A						
USGS	05427910	2014-05-05	27.7	A						
USGS	05427910	2014-05-06	23.8	A						
USGS	05427910	2014-05-07	24.4	A						
USGS	05427910	2014-05-08	23.4	A						
USGS	05427910	2014-05-09	22.8	A						
USGS	05427910	2014-05-10	20.7	A						
USGS	05427910	2014-05-11	23.5	A						
USGS	05427910	2014-05-12	55.9	A						
USGS	05427910	2014-05-13	63.6	A						
USGS	05427910	2014-05-14	43.1	A						
USGS	05427910	2014-05-15	35.8	A						
USGS	05427910	2014-05-16	28.8	A						
USGS	05427910	2014-05-17	23.6	A						
USGS	05427910	2014-05-18	20.3	A						
USGS	05427910	2014-05-19	18.1	A						
USGS	05427910	2014-05-20	18.5	A						
USGS	05427910	2014-05-21	18.5	A						
USGS	05427910	2014-05-22	17.1	A						
USGS	05427910	2014-05-23	15.2	A						
USGS	05427910	2014-05-24	16.2	A						
USGS	05427910	2014-05-25	15.2	A						
USGS	05427910	2014-05-26	27.1	A						
USGS	05427910	2014-05-27	25.1	A						
USGS	05427910	2014-05-28	39.5	A						
USGS	05427910	2014-05-29	29.1	A						
USGS	05427910	2014-05-30	27.0	A						
USGS	05427910	2014-05-31	22.8	A						
USGS	05427910	2014-06-01	23.6	A						
USGS	05427910	2014-06-02	87.9	A						
USGS	05427910	2014-06-03	59.1	A						
USGS	05427910	2014-06-04	49.7	A						
USGS	05427910	2014-06-05	43.0	A						
USGS	05427910	2014-06-06	37.5	A						
USGS	05427910	2014-06-07	33.0	A						
USGS	05427910	2014-06-08	29.9	A						
USGS	05427910	2014-06-09	26.3	A						
USGS	05427910	2014-06-10	25.2	A						
USGS	05427910	2014-06-11	23.7	A						
USGS	05427910	2014-06-12	22.3	A						
USGS	05427910	2014-06-13	21.6	A						
USGS	05427910	2014-06-14	21.4	A						
USGS	05427910	2014-06-15	20.6	A						
USGS	05427910	2014-06-16	19.9	A						
USGS	05427910	2014-06-17	30.0	A:e						
USGS	05427910	2014-06-18	52.0	A:e						
USGS	05427910	2014-06-19	55.1	A						
USGS	05427910	2014-06-20	104	A						
USGS	05427910	2014-06-21	62.9	A						
USGS	05427910	2014-06-22	42.8	A						
USGS	05427910	2014-06-23	46.3	A						
USGS	05427910	2014-06-24	33.0	A						
USGS	05427910	2014-06-25	26.4	A						
USGS	05427910	2014-06-26	20.8	A						
USGS	05427910	2014-06-27	17.5	A						
USGS	05427910	2014-06-28	14.4	A						
USGS	05427910	2014-06-29	15.4	A						
USGS	05427910	2014-06-30	54.7	A						
USGS	05427910	2014-07-01	88.8	A						
USGS	05427910	2014-07-02	35.5	A						
USGS	05427910	2014-07-03	28.8	A						
USGS	05427910	2014-07-04	25.9	A						
USGS	05427910	2014-07-05	23.7	A						
USGS	05427910	2014-07-06	21.3	A						
USGS	05427910	2014-07-07	20.0	A						
USGS	05427910	2014-07-08	23.3	A						
USGS	05427910	2014-07-09	20.8	A						
USGS	05427910	2014-07-10	20.6	A						
USGS	05427910	2014-07-11	19.5	A						
USGS	05427910	2014-07-12	18.2	A						
USGS	05427910	2014-07-13	19.7	A						
USGS	05427910	2014-07-14	15.8	A						
USGS	05427910	2014-07-15	15.7	A						
USGS	05427910	2014-07-16	13.9	A						
USGS	05427910	2014-07-17	15.5	A						
USGS	05427910	2014-07-18	16.7	A						
USGS	05427910	2014-07-19	15.5	A						
USGS	05427910	2014-07-20	13.4	A						
USGS	05427910	2014-07-21	13.9	A						
USGS	05427910	2014-07-22	15.5	A						
USGS	05427910	2014-07-23	15.2	A						
USGS	05427910	2014-07-24	16.5	A						
USGS	05427910	2014-07-25	17.8	A						
USGS	05427910	2014-07-26	15.8	A						
USGS	05427910	2014-07-27	13.5	A						
USGS	05427910	2014-07-28	13.7	A						
USGS	05427910	2014-07-29	13.5	A						
USGS	05427910	2014-07-30	14.1	A						
USGS	05427910	2014-07-31	13.0	A						
USGS	05427910	2014-08-01	16.5	A						
USGS	05427910	2014-08-02	29.8	A						
USGS	05427910	2014-08-03	20.1	A						
USGS	05427910	2014-08-04	26.4	A:e						
USGS	05427910	2014-08-05	45.0	A:e						
USGS	05427910	2014-08-06	38.1	A						
USGS	05427910	2014-08-07	37.9	A						
USGS	05427910	2014-08-08	34.1	A						
USGS	05427910	2014-08-09	28.4	A						
USGS	05427910	2014-08-10	25.2	A						
USGS	05427910	2014-08-11	20.7	A						
USGS	05427910	2014-08-12	16.0	A						
USGS	05427910	2014-08-13	17.4	A						
USGS	05427910	2014-08-14	17.8	A						
USGS	05427910	2014-08-15	15.8	A						
USGS	05427910	2014-08-16	17.1	A						
USGS	05427910	2014-08-17	16.3	A						
USGS	05427910	2014-08-18	13.2	A						
USGS	05427910	2014-08-19	15.4	A						
USGS	05427910	2014-08-20	11.5	A						
USGS	05427910	2014-08-21	11.5	A						
USGS	05427910	2014-08-22	7.75	A						
USGS	05427910	2014-08-23	7.48	A						
USGS	05427910	2014-08-24	8.94	A						
USGS	05427910	2014-08-25	19.9	A						
USGS	05427910	2014-08-26	14.5	A						
USGS	05427910	2014-08-27	10.8	A						
USGS	05427910	2014-08-28	7.61	A						
USGS	05427910	2014-08-29	9.20	A						
USGS	05427910	2014-08-30	16.3	A						
USGS	05427910	2014-08-31	18.9	A						
USGS	05427910	2014-09-01	12.9	A						
USGS	05427910	2014-09-02	11.8	A						
USGS	05427910	2014-09-03	14.8	A						
USGS	05427910	2014-09-04	43.8	A						
USGS	05427910	2014-09-05	40.0	A						
USGS	05427910	2014-09-06	28.7	A						
USGS	05427910	2014-09-07	23.7	A						
USGS	05427910	2014-09-08	18.0	A						
USGS	05427910	2014-09-09	15.8	A						
USGS	05427910	2014-09-10	13.3	A						
USGS	05427910	2014-09-11	11.4	A						
USGS	05427910	2014-09-12	12.0	A						
USGS	05427910	2014-09-13	11.6	A						
USGS	05427910	2014-09-14	11.9	A						
USGS	05427910	2014-09-15	12.3	A						
USGS	05427910	2014-09-16	13.1	A						
USGS	05427910	2014-09-17	13.6	A						
USGS	05427910	2014-09-18	12.4	A						
USGS	05427910	2014-09-19	12.6	A						
USGS	05427910	2014-09-20	13.3	A						
USGS	05427910	2014-09-21	13.4	A						
USGS	05427910	2014-09-22	12.2	A						
USGS	05427910	2014-09-23	12.5	A						
USGS	05427910	2014-09-24	12.8	A						
USGS	05427910	2014-09-25	13.1	A						
USGS	05427910	2014-09-26	13.2	A						
USGS	05427910	2014-09-27	13.5	A						
USGS	05427910	2014-09-28	14.3	A						
USGS	05427910	2014-09-29	14.2	A						
USGS	05427910	2014-09-30	14.6	A						
USGS	05427910	2014-10-01	14.0	A						
USGS	05427910	2014-10-02	13.8	A						
USGS	05427910	2014-10-03	22.6	A						
USGS	05427910	2014-10-04	21.1	A						
USGS	05427910	2014-10-05	19.1	A						
USGS	05427910	2014-10-06	18.1	A	11.6	P	9.2	P	10.4	P
USGS	05427910	2014-10-07	16.8	A	11.8	P	9.4	P	10.8	P
USGS	05427910	2014-10-08	16.5	A	12.2	P	9.7	P	11.2	P
USGS	05427910	2014-10-09	15.0	A	11.7	P	9.5	P	10.8	P
USGS	05427910	2014-10-10	14.4	A	10.9	P	8.3	P	9.8	P
USGS	05427910	2014-10-11	15.0	A	10.4	P	7.6	P	9.3	P
USGS	05427910	2014-10-12	15.6	A	11.4	P	8.1	P	9.8	P
USGS	05427910	2014-10-13	18.4	A	12.5	P	11.0	P	11.7	P
USGS	05427910	2014-10-14	58.2	A	13.0	P	11.8	P	12.6	P
USGS	05427910	2014-10-15	47.9	A	11.8	P	11.3	P	11.5	P
USGS	05427910	2014-10-16	44.2	A	13.5	P	11.1	P	12.2	P
USGS	05427910	2014-10-17	42.4	A	12.2	P	11.0	P	11.5	P
USGS	05427910	2014-10-18	36.7	A	11.1	P	9.6	P	10.5	P
USGS	05427910	2014-10-19	33.1	A	9.9	P	7.3	P	8.8	P
USGS	05427910	2014-10-20	30.5	A	11.5	P	8.5	P	10.1	P
USGS	05427910	2014-10-21	20.7	A	11.3	P	9.2	P	10.2	P
USGS	05427910	2014-10-22	21.1	A	9.4	P	7.0	P	8.5	P
USGS	05427910	2014-10-23	24.0	A	9.4	P	7.5	P	8.4	P
USGS	05427910	2014-10-24	27.7	A	11.7	P	9.4	P	10.5	P
USGS	05427910	2014-10-25	26.0	A	13.0	P	10.8	P	11.9	P
USGS	05427910	2014-10-26	26.3	A	11.6	P	8.7	P	10.3	P
USGS	05427910	2014-10-27	25.8	A	14.2	P	9.9	P	11.9	P
USGS	05427910	2014-10-28	25.9	A	14.2	P	10.7	P	12.4	P
USGS	05427910	2014-10-29	25.0	A	10.7	P	8.7	P	9.6	P
USGS	05427910	2014-10-30	20.8	A	8.7	P	6.8	P	7.8	P
USGS	05427910	2014-10-31	9.74	A	8.2	P	4.8	P	6.1	P
USGS	05427910	2014-11-01	6.26	A	5.4	P	3.1	P	4.4	P
USGS	05427910	2014-11-02	13.7	A	6.2	P	3.2	P	4.8	P
USGS	05427910	2014-11-03	14.9	A	8.8	P	5.2	P	6.7	P
USGS	05427910	2014-11-04	22.4	A	10.2	P	8.5	P	9.4	P
USGS	05427910	2014-11-05	19.9	A	8.5	P	6.6	P	7.5	P
USGS	05427910	2014-11-06	20.6	A	8.2	P	6.1	P	7.1	P
USGS	05427910	2014-11-07	18.5	A	6.1	P	4.8	P	5.6	P
USGS	05427910	2014-11-08	19.5	A	6.9	P	5.5	P	6.1	P
USGS	05427910	2014-11-09	19.6	A	7.4	P	5.2	P	6.4	P
USGS	05427910	2014-11-10	17.2	A	8.3	P	6.1	P	7.2	P
USGS	05427910	2014-11-11	16.5	A	8.2	P	4.1	P	6.2	P
USGS	05427910	2014-11-12	15.8	A	4.1	P	1.9	P	2.6	P
USGS	05427910	2014-11-13	11.9	A:e	1.9	P	1.0	P	1.4	P
USGS	05427910	2014-11-14	10.9	A:e	1.3	P	0.3	P	0.8	P
USGS	05427910	2014-11-15	10.3	A:e	0.7	P	0.0	P	0.3	P
USGS	05427910	2014-11-16	10.5	A:e	0.6	P	0.0	P	0.3	P
USGS	05427910	2014-11-17	10.5	A:e	0.6	P	0.0	P	0.2	P
USGS	05427910	2014-11-18	10.4	A:e	0.6	P	0.0	P	0.2	P
USGS	05427910	2014-11-19	10.6	A:e	0.3	P	0.0	P	0.1	P
USGS	05427910	2014-11-20	10.5	A:e	0.5	P	0.0	P	0.2	P
USGS	05427910	2014-11-21	10.5	A:e	0.6	P	0.0	P	0.2	P
USGS	05427910	2014-11-22	12.5	A:e	0.2	P	0.0	P	0.1	P
USGS	05427910	2014-11-23	22.9	A	2.2	P	0.1	P	1.1	P
USGS	05427910	2014-11-24	28.5	A	2.8	P	0.9	P	2.0	P
USGS	05427910	2014-11-25	21.0	A	1.3	P	-0.1	P	0.6	P
USGS	05427910	2014-11-26	16.1	A:e	0.3	P	-0.1	P	0.1	P
USGS	05427910	2014-11-27	14.4	A:e	0.4	P	-0.1	P	0.1	P
USGS	05427910	2014-11-28	12.6	A:e	0.2	P	-0.0	P	0.0	P
USGS	05427910	2014-11-29	10.9	A:e	2.1	P	0.0	P	0.8	P
USGS	05427910	2014-11-30	9.38	A	1.8	P	0.1	P	1.3	P
USGS	05427910	2014-12-01	12.5	A	0.5	P	-0.1	P	0.2	P
USGS	05427910	2014-12-02	10.8	A	0.6	P	0.0	P	0.2	P
USGS	05427910	2014-12-03	10.9	A:e	0.6	P	-0.0	P	0.2	P
USGS	05427910	2014-12-04	10.1	A:e	0.3	P	0.0	P	0.1	P
USGS	05427910	2014-12-05	10.1	A:e	1.0	P	0.0	P	0.4	P
USGS	05427910	2014-12-06	10.3	A:e	1.7	P	0.5	P	1.1	P
USGS	05427910	2014-12-07	10.4	A:e	1.1	P	-0.0	P	0.3	P
USGS	05427910	2014-12-08	10.1	A:e	1.8	P	0.9	P	1.4	P
USGS	05427910	2014-12-09	9.87	A:e	2.7	P	1.5	P	2.1	P
USGS	05427910	2014-12-10	9.39	A:e	2.3	P	1.4	P	1.8	P
USGS	05427910	2014-12-11	9.63	A:e	1.8	P	0.7	P	1.2	P
USGS	05427910	2014-12-12	9.63	A:e	2.8	P	0.5	P	1.6	P
USGS	05427910	2014-12-13	9.39	A:e	4.6	P	2.5	P	3.4	P
USGS	05427910	2014-12-14	9.87	A:e	5.9	P	4.6	P	5.2	P
USGS	05427910	2014-12-15	16.9	A:e	6.3	P	5.9	P	6.1	P
USGS	05427910	2014-12-16	25.5	A	6.0	P	2.7	P	4.8	P
USGS	05427910	2014-12-17	23.7	A	2.7	P	-0.0	P	1.2	P
USGS	05427910	2014-12-18	18.5	A	0.4	P	-0.1	P	0.1	P
USGS	05427910	2014-12-19	12.8	A	0.8	P	0.3	P	0.5	P
USGS	05427910	2014-12-20	8.08	A	1.7	P	0.6	P	1.1	P
USGS	05427910	2014-12-21	6.03	A	2.8	P	1.7	P	2.2	P
USGS	05427910	2014-12-22	6.81	A	3.5	P	2.6	P	3.1	P
USGS	05427910	2014-12-23	21.6	A	4.4	P	3.3	P	3.9	P
USGS	05427910	2014-12-24	22.4	A	4.1	P	3.2	P	3.8	P
USGS	05427910	2014-12-25	17.4	A	3.9	P	2.8	P	3.3	P
USGS	05427910	2014-12-26	16.3	A:e	4.2	P	2.8	P	3.5	P
USGS	05427910	2014-12-27	14.6	A:e	4.2	P	2.7	P	3.7	P
USGS	05427910	2014-12-28	13.5	A:e	2.7	P	0.5	P	1.3	P
USGS	05427910	2014-12-29	10.6	A:e	0.6	P	-0.1	P	0.1	P
USGS	05427910	2014-12-30	10.5	A:e	0.4	P	-0.1	P	0.1	P
USGS	05427910	2014-12-31	10.3	A:e	0.4	P	-0.1	P	0.1	P
USGS	05427910	2015-01-01	10.4	A:e	0.3	P	-0.0	P	0.0	P
USGS	05427910	2015-01-02	10.3	A:e	0.4	P	-0.0	P	0.1	P
USGS	05427910	2015-01-03	10.3	A:e	0.0	P	-0.0	P	-0.0	P
USGS	05427910	2015-01-04	10.3	A:e	0.0	P	-0.0	P	-0.0	P
USGS	05427910	2015-01-05	10.1	A:e	0.1	P	-0.0	P	-0.0	P
USGS	05427910	2015-01-06	10.3	A:e	-0.0	P	-0.0	P	-0.0	P
USGS	05427910	2015-01-07	10.3	A:e	0.0	P	-0.0	P	-0.0	P
USGS	05427910	2015-01-08	10.1	A:e	-0.0	P	-0.0	P	-0.0	P
USGS	05427910	2015-01-09	10.0	A:e	0.0	P	-0.0	P	-0.0	P
USGS	05427910	2015-01-10	10.1	A:e	-0.0	P	-0.0	P	-0.0	P
USGS	05427910	2015-01-11	10.0	A:e	0.0	P	-0.0	P	-0.0	P
USGS	05427910	2015-01-12	10.1	A:e	0.0	P	-0.1	P	-0.0	P
USGS	05427910	2015-01-13	10.2	A:e	0.0	P	-0.1	P	-0.0	P
USGS	05427910	2015-01-14	10.4	A:e	-0.0	P	-0.1	P	-0.0	P
USGS	05427910	2015-01-15	10.6	A:e	0.0	P	-0.1	P	-0.0	P
USGS	05427910	2015-01-16	10.9	A:e	0.0	P	-0.1	P	-0.0	P
USGS	05427910	2015-01-17	10.9	A:e	0.0	P	-0.1	P	-0.0	P
USGS	05427910	2015-01-18	11.5	A:e	0.3	P	-0.0	P	0.0	P
USGS	05427910	2015-01-19	11.8	A:e	0.2	P	-0.0	P	0.0	P
USGS	05427910	2015-01-20	12.1	A:e	0.2	P	0.0	P	0.1	P
USGS	05427910	2015-01-21	12.5	A:e	0.6	P	0.1	P	0.3	P
USGS	05427910	2015-01-22	13.0	A	1.0	P	0.4	P	0.7	P
USGS	05427910	2015-01-23	13.8	A:e	1.5	P	0.2	P	0.8	P
USGS	05427910	2015-01-24	13.6	A:e	1.7	P	0.7	P	1.2	P
USGS	05427910	2015-01-25	13.3	A:e	1.5	P	-0.1	P	0.5	P
USGS	05427910	2015-01-26	12.4	A:e	0.0	P	-0.1	P	-0.0	P
USGS	05427910	2015-01-27	11.7	A:e	0.3	P	-0.1	P	0.0	P
USGS	05427910	2015-01-28	10.9	A:e	1.6	P	0.1	P	0.7	P
USGS	05427910	2015-01-29	9.85	A:e	1.6	P	0.8	P	1.2	P
USGS	05427910	2015-01-30	10.5	A:e	0.8	P	-0.1	P	0.2	P
USGS	05427910	2015-01-31	10.5	A:e	0.7	P	-0.1	P	0.3	P
USGS	05427910	2015-02-01	10.1	A:e	0.2	P	-0.1	P	-0.0	P
USGS	05427910	2015-02-02	8.69	A	0.1	P	-0.1	P	-0.0	P
USGS	05427910	2015-02-03	9.77	A:e	0.1	P	-0.1	P	-0.0	P
USGS	05427910	2015-02-04	9.70	A:e	-0.0	P	-0.1	P	-0.0	P
USGS	05427910	2015-02-05	9.55	A:e	0.0	P	-0.1	P	-0.0	P
USGS	05427910	2015-02-06	9.63	A:e	0.0	P	-0.0	P	-0.0	P
USGS	05427910	2015-02-07	9.63	A:e	0.0	P	-0.1	P	-0.0	P
USGS	05427910	2015-02-08	9.70	A:e	-0.0	P	-0.1	P	-0.0	P
USGS	05427910	2015-02-09	9.70	A:e	0.1	P	-0.1	P	-0.0	P
USGS	05427910	2015-02-10	9.63	A:e	0.0	P	-0.0	P	-0.0	P
USGS	05427910	2015-02-11	9.63	A:e	0.1	P	-0.1	P	-0.0	P
USGS	05427910	2015-02-12	9.63	A:e	0.1	P	-0.0	P	-0.0	P
USGS	05427910	2015-02-13	9.55	A:e	0.0	P	-0.1	P	-0.0	P
USGS	05427910	2015-02-14	9.55	A:e	0.1	P	-0.1	P	-0.0	P
USGS	05427910	2015-02-15	9.33	A:e	0.1	P	-0.1	P	-0.0	P
USGS	05427910	2015-02-16	9.40	A:e	0.1	P	-0.1	P	-0.0	P
USGS	05427910	2015-02-17	9.48	A:e	0.1	P	-0.1	P	-0.0	P
USGS	05427910	2015-02-18	9.40	A:e	0.0	P	-0.1	P	-0.0	P
USGS	05427910	2015-02-19	9.40	A:e	0.1	P	-0.1	P	-0.0	P
USGS	05427910	2015-02-20	9.55	A:e	0.0	P	-0.1	P	-0.0	P
USGS	05427910	2015-02-21	9.63	A:e	0.1	P	-0.1	P	-0.0	P
USGS	05427910	2015-02-22	9.33	A:e	0.1	P	-0.1	P	-0.0	P
USGS	05427910	2015-02-23	9.55	A:e	0.1	P	-0.1	P	-0.0	P
USGS	05427910	2015-02-24	9.55	A:e	0.1	P	-0.1	P	-0.0	P
USGS	05427910	2015-02-25	9.68	A:e	0.1	P	-0.1	P	-0.0	P
USGS	05427910	2015-02-26	9.46	A:e	0.0	P	-0.1	P	-0.0	P
USGS	05427910	2015-02-27	9.39	A:e	0.0	P	-0.1	P	-0.0	P
USGS	05427910	2015-02-28	9.54	A:e	0.0	P	-0.1	P	-0.0	P
USGS	05427910	2015-03-01	9.61	A:e	0.0	P	-0.1	P	-0.0	P
USGS	05427910	2015-03-02	9.54	A:e	0.1	P	-0.1	P	-0.0	P
USGS	05427910	2015-03-03	9.54	A:e	-0.0	P	-0.1	P	-0.0	P
USGS	05427910	2015-03-04	9.39	A:e	0.0	P	-0.1	P	-0.0	P
USGS	05427910	2015-03-05	11.1	A:e	0.0	P	-0.1	P	-0.0	P
USGS	05427910	2015-03-06	16.1	A:e	0.0	P	-0.1	P	-0.0	P
USGS	05427910	2015-03-07	22.4	A	0.2	P	-0.1	P	0.0	P
USGS	05427910	2015-03-08	43.0	A	0.2	P	-0.1	P	0.0	P
USGS	05427910	2015-03-09	110	A	0.1	P	-0.1	P	-0.0	P
USGS	05427910	2015-03-10	107	A	0.3	P	-0.1	P	0.1	P
USGS	05427910	2015-03-11	60.8	A	2.5	P	-0.1	P	0.9	P
USGS	05427910	2015-03-12	29.5	A	6.6	P	-0.1	P	2.9	P
USGS	05427910	2015-03-13	17.0	A	9.5	P	3.3	P	6.3	P
USGS	05427910	2015-03-14	21.7	A	10.4	P	5.1	P	7.5	P
USGS	05427910	2015-03-15	16.9	A	8.6	P	4.2	P	6.5	P
USGS	05427910	2015-03-16	16.5	A	10.0	P	5.3	P	7.6	P
USGS	05427910	2015-03-17	18.7	A	9.3	P	5.0	P	7.1	P
USGS	05427910	2015-03-18	15.3	A	8.8	P	2.8	P	5.9	P
USGS	05427910	2015-03-19	12.1	A	7.9	P	5.1	P	6.5	P
USGS	05427910	2015-03-20	15.0	A	11.1	P	4.9	P	8.0	P
USGS	05427910	2015-03-21	16.0	A	11.2	P	5.7	P	8.4	P
USGS	05427910	2015-03-22	10.5	A	7.7	P	4.4	P	5.7	P
USGS	05427910	2015-03-23	14.6	A	6.2	P	2.1	P	4.2	P
USGS	05427910	2015-03-24	13.3	A	6.9	P	1.1	P	4.2	P
USGS	05427910	2015-03-25	20.1	A	6.5	P	3.1	P	4.6	P
USGS	05427910	2015-03-26	18.1	A	5.1	P	2.7	P	4.0	P
USGS	05427910	2015-03-27	16.3	A	6.6	P	0.4	P	3.4	P
USGS	05427910	2015-03-28	15.6	A	7.8	P	0.4	P	4.1	P
USGS	05427910	2015-03-29	16.8	A	5.0	P	2.1	P	3.0	P
USGS	05427910	2015-03-30	15.5	A	7.8	P	1.6	P	4.9	P
USGS	05427910	2015-03-31	18.2	A	12.7	P	5.0	P	8.6	P
USGS	05427910	2015-04-01	18.3	A	14.3	P	5.7	P	10.1	P
USGS	05427910	2015-04-02	22.2	A	14.3	P	9.3	P	11.6	P
USGS	05427910	2015-04-03	22.3	A	11.8	P	7.2	P	9.6	P
USGS	05427910	2015-04-04	20.4	A	11.9	P	4.5	P	8.2	P
USGS	05427910	2015-04-05	19.1	A	13.3	P	6.6	P	9.9	P
USGS	05427910	2015-04-06	19.3	A	13.7	P	6.4	P	10.2	P
USGS	05427910	2015-04-07	22.9	A	10.3	P	6.7	P	8.3	P
USGS	05427910	2015-04-08	44.5	A	7.0	P	5.8	P	6.3	P
USGS	05427910	2015-04-09	112	A	7.0	P	5.2	P	6.0	P
USGS	05427910	2015-04-10	177	A	7.0	P	5.5	P	6.2	P
USGS	05427910	2015-04-11	108	A	8.8	P	4.6	P	6.9	P
USGS	05427910	2015-04-12	86.4	A	10.6	P	7.4	P	9.2	P
USGS	05427910	2015-04-13	77.8	A	13.4	P	9.8	P	11.3	P
USGS	05427910	2015-04-14	59.7	A	13.3	P	8.8	P	11.0	P
USGS	05427910	2015-04-15	45.2	A	14.1	P	9.0	P	11.4	P
USGS	05427910	2015-04-16	38.1	A	15.8	P	9.1	P	12.3	P
USGS	05427910	2015-04-17	33.4	A	18.3	P	10.4	P	14.3	P
USGS	05427910	2015-04-18	29.2	A	18.0	P	12.1	P	15.1	P
USGS	05427910	2015-04-19	27.4	A	17.0	P	11.4	P	14.5	P
