# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2017-10-05 13:59:39 EDT       (vaww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 05427850 YAHARA RIVER AT STATE HIGHWAY 113 AT MADISON, WI
# -----------------------------------------------------------------------------------
#
# Data provided for site 05427850
#            TS   parameter     statistic     Description
#        154918       00010     00001     Temperature, water, degrees Celsius (Maximum)
#        154919       00010     00002     Temperature, water, degrees Celsius (Minimum)
#        154920       00010     00003     Temperature, water, degrees Celsius (Mean)
#        154921       00060     00003     Discharge, cubic feet per second (Mean)
#        154924       00665     00003     Phosphorus, water, unfiltered, milligrams per liter as phosphorus (Mean)
#        154926       00671     00003     Orthophosphate, water, filtered, milligrams per liter as phosphorus (Mean)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	154918_00010_00001	154918_00010_00001_cd	154919_00010_00002	154919_00010_00002_cd	154920_00010_00003	154920_00010_00003_cd	154921_00060_00003	154921_00060_00003_cd	154924_00665_00003	154924_00665_00003_cd	154926_00671_00003	154926_00671_00003_cd
USGS	05427850	2005-08-16	26.5	A	23.5	A	25.0	A	35.1	A				
USGS	05427850	2005-08-17	27.5	A	24.0	A	25.0	A	28.5	A				
USGS	05427850	2005-08-18	27.0	A	24.5	A	25.5	A	31.8	A				
USGS	05427850	2005-08-19	26.5	A	24.5	A	25.0	A	46.7	A				
USGS	05427850	2005-08-20	28.0	A	26.0	A	27.0	A	34.4	A				
USGS	05427850	2005-08-21	27.0	A	25.0	A	26.0	A	40.1	A				
USGS	05427850	2005-08-22	25.5	A	22.5	A	23.5	A	36.6	A				
USGS	05427850	2005-08-23	23.0	A	20.5	A	22.0	A	36.2	A				
USGS	05427850	2005-08-24	23.0	A	20.5	A	21.5	A	33.4	A				
USGS	05427850	2005-08-25	23.0	A	20.5	A	21.5	A	33.7	A				
USGS	05427850	2005-08-26	24.0	A	21.5	A	22.5	A	35.4	A				
USGS	05427850	2005-08-27	25.0	A	22.5	A	23.5	A	34.8	A				
USGS	05427850	2005-08-28	25.0	A	22.5	A	23.5	A	50.3	A				
USGS	05427850	2005-08-29	25.5	A	22.5	A	24.0	A	36.5	A				
USGS	05427850	2005-08-30	26.0	A	23.0	A	24.5	A	37.5	A				
USGS	05427850	2005-08-31	24.5	A	22.0	A	23.0	A	31.6	A				
USGS	05427850	2005-09-01	25.0	A	23.0	A	24.0	A	30.2	A				
USGS	05427850	2005-09-02	24.0	A	21.5	A	22.5	A	38.7	A				
USGS	05427850	2005-09-03	26.5	A	21.0	A	23.0	A	26.9	A				
USGS	05427850	2005-09-04	25.0	A	22.5	A	23.5	A	37.7	A				
USGS	05427850	2005-09-05	25.5	A	22.0	A	23.5	A	28.5	A				
USGS	05427850	2005-09-06	25.5	A	23.5	A	24.5	A	38.8	A				
USGS	05427850	2005-09-07	25.5	A	23.0	A	24.0	A	45.1	A				
USGS	05427850	2005-09-08	24.5	A	22.5	A	23.5	A	30.6	A				
USGS	05427850	2005-09-09	25.0	A	21.5	A	23.0	A	27.9	A				
USGS	05427850	2005-09-10	26.5	A	23.5	A	24.5	A	30.4	A				
USGS	05427850	2005-09-11	26.5	A	24.0	A	25.5	A	36.3	A				
USGS	05427850	2005-09-12	26.5	A	24.5	A	25.5	A	21.9	A				
USGS	05427850	2005-09-13	26.0	A	24.5	A	25.5	A	38.7	A				
USGS	05427850	2005-09-14	25.0	A	22.5	A	23.5	A	46.6	A				
USGS	05427850	2005-09-15	23.0	A	20.0	A	21.0	A	37.5	A				
USGS	05427850	2005-09-16	22.0	A	18.5	A	20.0	A	34.1	A				
USGS	05427850	2005-09-17	22.5	A	19.0	A	21.0	A	31.5	A				
USGS	05427850	2005-09-18	24.0	A	20.5	A	22.0	A	37.1	A				
USGS	05427850	2005-09-19	23.0	A	22.0	A	22.5	A	36.2	A				
USGS	05427850	2005-09-20	23.5	A	20.5	A	21.5	A	34.9	A				
USGS	05427850	2005-09-21	23.5	A	21.5	A	22.5	A	14.6	A				
USGS	05427850	2005-09-22	23.0	A	21.0	A	22.0	A	88.5	A				
USGS	05427850	2005-09-23	21.0	A	18.0	A	19.5	A	40.0	A				
USGS	05427850	2005-09-24	19.5	A	17.5	A	18.5	A	37.1	A				
USGS	05427850	2005-09-25	19.0	A	18.0	A	18.5	A	44.7	A				
USGS	05427850	2005-09-26	19.5	A	18.5	A	19.0	A	59.4	A				
USGS	05427850	2005-09-27	20.5	A	17.0	A	18.5	A	32.2	A				
USGS	05427850	2005-09-28	19.5	A	16.0	A	18.0	A	54.6	A				
USGS	05427850	2005-09-29	16.0	A	13.5	A	14.5	A	18.6	A				
USGS	05427850	2005-09-30	16.0	A	13.0	A	14.5	A	44.9	A				
USGS	05427850	2005-10-01	18.0	A	14.0	A	15.5	A	43.5	A				
USGS	05427850	2005-10-02	19.5	A	16.5	A	17.5	A	18.9	A				
USGS	05427850	2005-10-03	22.0	A	19.0	A	20.0	A	40.9	A				
USGS	05427850	2005-10-04	23.5	A	21.0	A	22.0	A	35.1	A				
USGS	05427850	2005-10-05	24.0	A	22.5	A	23.0	A	34.4	A				
USGS	05427850	2005-10-06	23.0	A	15.0	A	19.0	A	59.1	A				
USGS	05427850	2005-10-07	15.0	A	13.0	A	13.5	A	41.3	A				
USGS	05427850	2005-10-08	13.5	A	11.0	A	12.0	A	29.6	A				
USGS	05427850	2005-10-09	13.5	A	10.5	A	12.0	A	28.9	A				
USGS	05427850	2005-10-10	13.5	A	11.0	A	12.5	A	28.8	A				
USGS	05427850	2005-10-11	14.0	A	11.5	A	13.0	A	31.3	A				
USGS	05427850	2005-10-12	15.0	A	13.5	A	14.0	A	30.2	A				
USGS	05427850	2005-10-13	15.5	A	14.0	A	14.5	A	31.4	A				
USGS	05427850	2005-10-14	16.5	A	14.0	A	15.0	A	30.7	A				
USGS	05427850	2005-10-15	16.0	A	14.0	A	15.0	A	33.4	A				
USGS	05427850	2005-10-16	15.0	A	12.5	A	13.5	A	28.6	A				
USGS	05427850	2005-10-17	15.0	A	13.5	A	14.0	A	30.8	A				
USGS	05427850	2005-10-18	15.0	A	12.5	A	13.5	A	13.6	A				
USGS	05427850	2005-10-19	14.5	A	12.5	A	13.5	A	51.3	A				
USGS	05427850	2005-10-20	12.5	A	11.5	A	12.0	A	27.6	A				
USGS	05427850	2005-10-21	12.5	A	10.0	A	11.0	A	27.4	A				
USGS	05427850	2005-10-22	12.0	A	10.0	A	11.5	A	30.3	A				
USGS	05427850	2005-10-23	10.0	A	8.5	A	9.0	A	40.6	A				
USGS	05427850	2005-10-24	8.5	A	7.5	A	7.5	A	22.7	A				
USGS	05427850	2005-10-25	8.0	A	6.0	A	7.0	A	25.3	A				
USGS	05427850	2005-10-26	9.0	A	7.0	A	8.0	A	22.4	A				
USGS	05427850	2005-10-27	9.0	A	6.5	A	8.0	A	22.7	A				
USGS	05427850	2005-10-28	9.5	A	6.5	A	8.0	A	20.5	A				
USGS	05427850	2005-10-29	10.0	A	7.5	A	8.5	A	8.89	A				
USGS	05427850	2005-10-30	10.0	A	9.0	A	9.5	A	35.1	A				
USGS	05427850	2005-10-31	11.5	A	9.5	A	10.5	A	33.8	A				
USGS	05427850	2005-11-01	10.5	A	9.0	A	10.0	A	31.9	A				
USGS	05427850	2005-11-02	10.0	A	8.0	A	9.0	A	8.89	A				
USGS	05427850	2005-11-03	11.0	A	9.0	A	10.0	A	68.2	A				
USGS	05427850	2005-11-04	11.5	A	10.0	A	10.5	A	36.5	A				
USGS	05427850	2005-11-05	10.5	A	9.0	A	10.0	A	60.8	A				
USGS	05427850	2005-11-06	9.5	A	8.5	A	9.0	A	40.0	A				
USGS	05427850	2005-11-07	9.0	A	7.5	A	8.0	A	65.9	A				
USGS	05427850	2005-11-08	10.0	A	7.5	A	9.0	A	40.1	A				
USGS	05427850	2005-11-09	10.5	A	7.5	A	9.5	A	45.0	A				
USGS	05427850	2005-11-10	7.5	A	5.5	A	6.5	A	39.4	A				
USGS	05427850	2005-11-11	7.0	A	5.0	A	6.0	A	43.3	A				
USGS	05427850	2005-11-12	9.0	A	6.5	A	7.0	A	-12.1	A				
USGS	05427850	2005-11-13	9.5	A	6.0	A	8.0	A	92.4	A				
USGS	05427850	2005-11-14	6.0	A	5.0	A	5.0	A	82.9	A				
USGS	05427850	2005-11-15	5.0	A	4.5	A	5.0	A	33.3	A				
USGS	05427850	2005-11-16	4.5	A	0.0	A	2.5	A	55.8	A				
USGS	05427850	2005-11-17	2.0	A	0.0	A	1.0	A	73.5	A				
USGS	05427850	2005-11-18	3.0	A	1.5	A	2.5	A	46.1	A				
USGS	05427850	2005-11-19	4.0	A	2.5	A	3.0	A	63.7	A				
USGS	05427850	2005-11-20	3.5	A	3.0	A	3.0	A	22.6	A				
USGS	05427850	2005-11-21	4.0	A	2.0	A	2.5	A	78.6	A				
USGS	05427850	2005-11-22	3.0	A	1.0	A	2.5	A	37.7	A				
USGS	05427850	2005-11-23	2.5	A	1.5	A	2.0	A	50.9	A				
USGS	05427850	2005-11-24	2.0	A	0.0	A	0.5	A	50.1	A				
USGS	05427850	2005-11-25	1.0	A	0.5	A	0.5	A	40.2	A				
USGS	05427850	2005-11-26	1.0	A	0.5	A	1.0	A	43.5	A				
USGS	05427850	2005-11-27	1.5	A	0.5	A	1.0	A	54.5	A				
USGS	05427850	2005-11-28	3.5	A	1.0	A	2.0	A	7.73	A				
USGS	05427850	2005-11-29	3.0	A	0.0	A	1.5	A	104	A				
USGS	05427850	2005-11-30	1.0	A	0.0	A	0.5	A	71.1	A				
USGS	05427850	2005-12-01	1.0	A	0.5	A	1.0	A	46.4	A				
USGS	05427850	2005-12-02	1.5	A	1.0	A	1.0	A	39.8	A				
USGS	05427850	2005-12-03	1.5	A	1.0	A	1.5	A	45.3	A				
USGS	05427850	2005-12-04	1.5	A	1.0	A	1.5	A	43.7	A				
USGS	05427850	2005-12-05	1.5	A	1.5	A	1.5	A	42.2	A				
USGS	05427850	2005-12-06	1.5	A	1.0	A	1.5	A	39.9	A				
USGS	05427850	2005-12-07	1.5	A	1.0	A	1.0	A	37.3	A				
USGS	05427850	2005-12-08	1.0	A	0.5	A	1.0	A	37.8	A				
USGS	05427850	2005-12-09	1.0	A	0.5	A	0.5	A	34.9	A				
USGS	05427850	2005-12-10	0.5	A	0.0	A	0.5	A	38.3	A				
USGS	05427850	2005-12-11	0.5	A	0.0	A	0.0	A	33.1	A				
USGS	05427850	2005-12-12	0.5	A	0.0	A	0.0	A	28.8	A				
USGS	05427850	2005-12-13	0.0	A	0.0	A	0.0	A	26.4	A				
USGS	05427850	2005-12-14	0.0	A	0.0	A	0.0	A	36.4	A				
USGS	05427850	2005-12-15	0.0	A	0.0	A	0.0	A	37.7	A				
USGS	05427850	2005-12-16	0.0	A	0.0	A	0.0	A	38.4	A				
USGS	05427850	2005-12-17	0.0	A	0.0	A	0.0	A	33.5	A				
USGS	05427850	2005-12-18	0.5	A	0.0	A	0.0	A	32.4	A				
USGS	05427850	2005-12-19	0.0	A	0.0	A	0.0	A	30.6	A				
USGS	05427850	2005-12-20	0.0	A	0.0	A	0.0	A	41.8	A				
USGS	05427850	2005-12-21	0.0	A	0.0	A	0.0	A	41.8	A				
USGS	05427850	2005-12-22	0.0	A	0.0	A	0.0	A	41.4	A				
USGS	05427850	2005-12-23	0.0	A	0.0	A	0.0	A	49.5	A				
USGS	05427850	2005-12-24	0.0	A	0.0	A	0.0	A	47.1	A				
USGS	05427850	2005-12-25	0.0	A	0.0	A	0.0	A	39.3	A				
USGS	05427850	2005-12-26	0.0	A	0.0	A	0.0	A	35.7	A				
USGS	05427850	2005-12-27	0.0	A	0.0	A	0.0	A	48.6	A				
USGS	05427850	2005-12-28	0.0	A	0.0	A	0.0	A	46.3	A				
USGS	05427850	2005-12-29	0.5	A	0.0	A	0.0	A	46.0	A				
USGS	05427850	2005-12-30	0.5	A	0.0	A	0.0	A	36.8	A				
USGS	05427850	2005-12-31	0.5	A	0.0	A	0.0	A	42.1	A				
USGS	05427850	2006-01-01	1.0	A	0.0	A	0.5	A	45.4	A				
USGS	05427850	2006-01-02	1.0	A	0.5	A	0.5	A	70.0	A				
USGS	05427850	2006-01-03	1.5	A	0.5	A	1.0	A	96.9	A				
USGS	05427850	2006-01-04	1.5	A	0.5	A	1.0	A	79.1	A				
USGS	05427850	2006-01-05	1.0	A	0.5	A	0.5	A	69.3	A				
USGS	05427850	2006-01-06	1.0	A	0.0	A	0.5	A	42.0	A				
USGS	05427850	2006-01-07	0.5	A	0.0	A	0.5	A	59.9	A				
USGS	05427850	2006-01-08	1.0	A	0.5	A	1.0	A	55.3	A				
USGS	05427850	2006-01-09	1.0	A	0.5	A	1.0	A	44.7	A				
USGS	05427850	2006-01-10	2.0	A	0.5	A	1.0	A	43.6	A				
USGS	05427850	2006-01-11	2.5	A	1.5	A	2.0	A	47.0	A				
USGS	05427850	2006-01-12	3.0	A	1.5	A	2.0	A	49.9	A				
USGS	05427850	2006-01-13	2.5	A	0.5	A	1.5	A	48.2	A				
USGS	05427850	2006-01-14	1.5	A	0.0	A	1.0	A	40.1	A				
USGS	05427850	2006-01-15	2.5	A	1.5	A	2.0	A	43.7	A				
USGS	05427850	2006-01-16	2.5	A	1.0	A	2.0	A	43.7	A				
USGS	05427850	2006-01-17	3.0	A	0.0	A	2.0	A	35.5	A				
USGS	05427850	2006-01-18	1.0	A	0.0	A	0.5	A	35.7	A				
USGS	05427850	2006-01-19	2.0	A	0.5	A	1.5	A	40.7	A				
USGS	05427850	2006-01-20	2.5	A	1.5	A	2.0	A	39.6	A				
USGS	05427850	2006-01-21	2.0	A	1.5	A	1.5	A	34.5	A				
USGS	05427850	2006-01-22	2.5	A	1.0	A	1.5	A	40.0	A				
USGS	05427850	2006-01-23	2.5	A	1.5	A	2.0	A	29.1	A				
USGS	05427850	2006-01-24	2.0	A	1.0	A	1.5	A	43.0	A				
USGS	05427850	2006-01-25	2.5	A	1.0	A	1.5	A	38.7	A				
USGS	05427850	2006-01-26	3.0	A	1.5	A	2.0	A	27.6	A				
USGS	05427850	2006-01-27	3.5	A	2.5	A	2.5	A	46.9	A				
USGS	05427850	2006-01-28	2.5	A	1.5	A	2.0	A	50.7	A				
USGS	05427850	2006-01-29	2.5	A	1.5	A	2.0	A	62.1	A				
USGS	05427850	2006-01-30	1.5	A	1.0	A	1.5	A	73.0	A				
USGS	05427850	2006-01-31	2.0	A	1.0	A	1.5	A	46.7	A				
USGS	05427850	2006-02-01	2.0	A	1.0	A	1.5	A	46.8	A				
USGS	05427850	2006-02-02	3.0	A	1.0	A	2.0	A	48.9	A				
USGS	05427850	2006-02-03	3.5	A	2.0	A	2.5	A	38.5	A				
USGS	05427850	2006-02-04	2.0	A	0.0	A	0.5	A	50.7	A				
USGS	05427850	2006-02-05	2.0	A	0.0	A	1.0	A	40.4	A				
USGS	05427850	2006-02-06	3.5	A	1.5	A	2.0	A	37.1	A				
USGS	05427850	2006-02-07	3.0	A	1.5	A	2.0	A	40.5	A				
USGS	05427850	2006-02-08	2.5	A	2.0	A	2.5	A	35.2	A				
USGS	05427850	2006-02-09	3.5	A	2.0	A	2.5	A	34.8	A				
USGS	05427850	2006-02-10	2.5	A	1.5	A	2.0	A	38.2	A				
USGS	05427850	2006-02-11	2.0	A	1.5	A	2.0	A	30.6	A				
USGS	05427850	2006-02-12	2.0	A	1.5	A	1.5	A	30.2	A				
USGS	05427850	2006-02-13	2.0	A	1.0	A	1.5	A	33.5	A				
USGS	05427850	2006-02-14	2.0	A	1.0	A	1.5	A	35.2	A				
USGS	05427850	2006-02-15	3.0	A	2.0	A	2.5	A	36.9	A				
USGS	05427850	2006-02-16	2.5	A	1.0	A	2.0	A	22.9	A				
USGS	05427850	2006-02-17	1.5	A	0.5	A	1.5	A	28.5	A				
USGS	05427850	2006-02-18	1.5	A	0.5	A	1.0	A	26.8	A				
USGS	05427850	2006-02-19	1.5	A	0.5	A	1.0	A	22.8	A				
USGS	05427850	2006-02-20	1.5	A	0.5	A	1.0	A	27.1	A				
USGS	05427850	2006-02-21	1.5	A	0.5	A	1.0	A	29.7	A				
USGS	05427850	2006-02-22	2.0	A	1.0	A	1.5	A	31.4	A				
USGS	05427850	2006-02-23	1.5	A	1.5	A	1.5	A	32.1	A				
USGS	05427850	2006-02-24	1.5	A	1.0	A	1.5	A	31.5	A				
USGS	05427850	2006-02-25	1.5	A	1.0	A	1.0	A	32.9	A				
USGS	05427850	2006-02-26	2.0	A	1.0	A	1.5	A	28.8	A				
USGS	05427850	2006-02-27	1.5	A	1.0	A	1.0	A	31.8	A				
USGS	05427850	2006-02-28	1.5	A	1.0	A	1.0	A	29.1	A				
USGS	05427850	2006-03-01	1.5	A	1.0	A	1.0	A	32.6	A				
USGS	05427850	2006-03-02	1.0	A	1.0	A	1.0	A	32.4	A				
USGS	05427850	2006-03-03	1.0	A	0.5	A	1.0	A	31.3	A				
USGS	05427850	2006-03-04	1.0	A	0.5	A	1.0	A	29.9	A				
USGS	05427850	2006-03-05	1.0	A	0.5	A	1.0	A	32.6	A				
USGS	05427850	2006-03-06	0.5	A	0.5	A	0.5	A	36.4	A				
USGS	05427850	2006-03-07	1.0	A	0.5	A	0.5	A	34.7	A				
USGS	05427850	2006-03-08	1.0	A	0.5	A	0.5	A	50.3	A				
USGS	05427850	2006-03-09	1.0	A	0.5	A	0.5	A	98.1	A				
USGS	05427850	2006-03-10	2.5	A	0.5	A	1.5	A	84.2	A				
USGS	05427850	2006-03-11	3.5	A	2.0	A	2.5	A	78.6	A				
USGS	05427850	2006-03-12	4.0	A	2.5	A	3.0	A	99.2	A				
USGS	05427850	2006-03-13	3.5	A	0.0	A	2.0	A	71.0	A				
USGS	05427850	2006-03-14	2.5	A	0.0	A	1.0	A	111	A				
USGS	05427850	2006-03-15	3.5	A	0.0	A	1.5	A	81.4	A				
USGS	05427850	2006-03-16	3.0	A	1.0	A	2.0	A	70.0	A				
USGS	05427850	2006-03-17	5.0	A	0.5	A	2.5	A	48.6	A				
USGS	05427850	2006-03-18	5.5	A	1.5	A	3.5	A	51.7	A				
USGS	05427850	2006-03-19	6.5	A	2.0	A	4.5	A	50.0	A				
USGS	05427850	2006-03-20	6.0	A	2.5	A	4.0	A	102	A				
USGS	05427850	2006-03-21	3.0	A	0.0	A	1.5	A	1.63	A				
USGS	05427850	2006-03-22	5.5	A	1.0	A	3.0	A	49.6	A				
USGS	05427850	2006-03-23	5.0	A	4.0	A	4.5	A	46.0	A				
USGS	05427850	2006-03-24	5.0	A	3.5	A	4.5	A	44.7	A				
USGS	05427850	2006-03-25	5.5	A	3.0	A	4.5	A	45.6	A				
USGS	05427850	2006-03-26	8.5	A	3.5	A	5.5	A	45.4	A				
USGS	05427850	2006-03-27	7.5	A	5.5	A	6.5	A	57.5	A				
USGS	05427850	2006-03-28	8.5	A	6.0	A	7.0	A	37.0	A				
USGS	05427850	2006-03-29	7.5	A	6.5	A	7.0	A	36.6	A				
USGS	05427850	2006-03-30	10.0	A	7.0	A	8.0	A	30.5	A				
USGS	05427850	2006-03-31	10.5	A	9.0	A	10.0	A	26.7	A				
USGS	05427850	2006-04-01	9.0	A	8.0	A	8.5	A	93.3	A				
USGS	05427850	2006-04-02	8.0	A	7.0	A	7.5	A	55.6	A				
USGS	05427850	2006-04-03	9.5	A	6.5	A	7.5	A	83.0	A				
USGS	05427850	2006-04-04	10.5	A	7.0	A	8.5	A	81.0	A				
USGS	05427850	2006-04-05	10.5	A	8.0	A	9.0	A	64.4	A				
USGS	05427850	2006-04-06	10.0	A	8.5	A	9.5	A	60.6	A				
USGS	05427850	2006-04-07	9.5	A	6.0	A	8.5	A	140	A				
USGS	05427850	2006-04-08	9.0	A	4.5	A	6.5	A	149	A				
USGS	05427850	2006-04-09	11.5	A	7.5	A	9.0	A	88.1	A				
USGS	05427850	2006-04-10	14.0	A	9.5	A	11.0	A	69.7	A				
USGS	05427850	2006-04-11	14.0	A	11.5	A	12.5	A	58.0	A				
USGS	05427850	2006-04-12	17.0	A	13.0	A	14.5	A	82.4	A				
USGS	05427850	2006-04-13	17.5	A	15.0	A	16.0	A	64.7	A				
USGS	05427850	2006-04-14	18.5	A	15.5	A	16.5	A	68.2	A				
USGS	05427850	2006-04-15	19.0	A	15.5	A	17.0	A	65.7	A				
USGS	05427850	2006-04-16	16.5	A	12.5	A	14.0	A	82.5	A				
USGS	05427850	2006-04-17	14.5	A	10.0	A	12.5	A	72.6	A				
USGS	05427850	2006-04-18	15.0	A	11.5	A	13.0	A	74.9	A				
USGS	05427850	2006-04-19	15.5	A	12.0	A	14.0	A	60.9	A				
USGS	05427850	2006-04-20	17.0	A	13.5	A	15.5	A	53.5	A				
USGS	05427850	2006-04-21	16.5	A	14.5	A	15.5	A	65.4	A				
USGS	05427850	2006-04-22	17.0	A	14.5	A	15.5	A	64.4	A				
USGS	05427850	2006-04-23	16.5	A	14.0	A	15.5	A	59.3	A				
USGS	05427850	2006-04-24	18.0	A	14.0	A	15.5	A	67.0	A				
USGS	05427850	2006-04-25	17.0	A	12.5	A	14.5	A	35.2	A				
USGS	05427850	2006-04-26	16.0	A	11.5	A	13.5	A	58.9	A				
USGS	05427850	2006-04-27	18.5	A	13.5	A	15.5	A	53.3	A				
USGS	05427850	2006-04-28	16.5	A	14.0	A	15.5	A	47.8	A				
USGS	05427850	2006-04-29	15.5	A	12.5	A	13.5	A	49.3	A				
USGS	05427850	2006-04-30	12.5	A	11.5	A	11.5	A	96.5	A				
USGS	05427850	2006-05-01	13.5	A	12.0	A	12.5	A	123	A				
USGS	05427850	2006-05-02	17.5	A	13.0	A	15.0	A	120	A				
USGS	05427850	2006-05-03	18.5	A	16.5	A	17.5	A	82.7	A				
USGS	05427850	2006-05-04	18.5	A	15.5	A	17.0	A	75.7	A				
USGS	05427850	2006-05-05	17.5	A	14.0	A	16.0	A	65.0	A				
USGS	05427850	2006-05-06	16.0	A	12.5	A	14.0	A	51.4	A				
USGS	05427850	2006-05-07	19.0	A	14.5	A	16.5	A	54.7	A				
USGS	05427850	2006-05-08	18.5	A	16.5	A	17.5	A	48.4	A				
USGS	05427850	2006-05-09	18.0	A	16.0	A	16.5	A	61.7	A				
USGS	05427850	2006-05-10	18.5	A	16.0	A	17.0	A	62.2	A				
USGS	05427850	2006-05-11	17.5	A	11.0	A	15.0	A	62.6	A				
USGS	05427850	2006-05-12	11.0	A	9.0	A	10.0	A	119	A				
USGS	05427850	2006-05-13	10.5	A	9.0	A	10.0	A	105	A				
USGS	05427850	2006-05-14	11.0	A	10.0	A	10.5	A	90.5	A				
USGS	05427850	2006-05-15	13.0	A	10.5	A	12.0	A	61.1	A				
USGS	05427850	2006-05-16	15.5	A	12.5	A	13.5	A	73.3	A				
USGS	05427850	2006-05-17	16.5	A	14.0	A	15.0	A	83.2	A				
USGS	05427850	2006-05-18	17.0	A	14.5	A	15.5	A	90.3	A				
USGS	05427850	2006-05-19	17.0	A	15.0	A	16.0	A	71.8	A				
USGS	05427850	2006-05-20	19.0	A	15.0	A	16.5	A	66.7	A				
USGS	05427850	2006-05-21	19.0	A	16.0	A	17.5	A	57.6	A				
USGS	05427850	2006-05-22	20.5	A	16.0	A	18.0	A	49.8	A				
USGS	05427850	2006-05-23	21.5	A	17.5	A	19.0	A	54.0	A				
USGS	05427850	2006-05-24	22.0	A	19.5	A	20.5	A	41.3	A				
USGS	05427850	2006-05-25	21.5	A	20.5	A	21.0	A	87.8	A				
USGS	05427850	2006-05-26	24.0	A	20.0	A	21.5	A	69.5	A				
USGS	05427850	2006-05-27	24.5	A	22.5	A	23.5	A	62.4	A				
USGS	05427850	2006-05-28	27.5	A	23.5	A	25.0	A	52.0	A				
USGS	05427850	2006-05-29	29.0	A	25.5	A	27.0	A	43.5	A				
USGS	05427850	2006-05-30	28.0	A	26.0	A	26.5	A	62.4	A				
USGS	05427850	2006-05-31	26.5	A	24.5	A	25.5	A	47.0	A				
USGS	05427850	2006-06-01	26.5	A	24.0	A	25.0	A	48.9	A				
USGS	05427850	2006-06-02	27.5	A	24.5	A	26.0	A	52.6	A				
USGS	05427850	2006-06-03	26.5	A	24.0	A	25.5	A	51.1	A				
USGS	05427850	2006-06-04	26.0	A	23.0	A	24.5	A	45.5	A				
USGS	05427850	2006-06-05	26.5	A	23.5	A	25.0	A	46.9	A				
USGS	05427850	2006-06-06	26.0	A	23.0	A	24.0	A	52.1	A				
USGS	05427850	2006-06-07	25.5	A	22.0	A	23.5	A	59.1	A				
USGS	05427850	2006-06-08	27.0	A	23.0	A	24.5	A	57.3	A				
USGS	05427850	2006-06-09	25.5	A	21.5	A	22.5	A	53.1	A				
USGS	05427850	2006-06-10	21.5	A	18.5	A	20.0	A	63.6	A				
USGS	05427850	2006-06-11	19.5	A	17.0	A	18.5	A	47.5	A				
USGS	05427850	2006-06-12	23.5	A	17.5	A	20.0	A	45.7	A				
USGS	05427850	2006-06-13	23.5	A	20.0	A	21.5	A	47.1	A				
USGS	05427850	2006-06-14	23.5	A	22.0	A	23.0	A	52.0	A				
USGS	05427850	2006-06-15	24.0	A	21.0	A	22.5	A	48.8	A				
USGS	05427850	2006-06-16	26.0	A	22.5	A	23.5	A	36.1	A				
USGS	05427850	2006-06-17	27.0	A	24.0	A	25.5	A	41.2	A				
USGS	05427850	2006-06-18	26.5	A	25.0	A	25.5	A	57.8	A				
USGS	05427850	2006-06-19	26.0	A	24.0	A	25.0	A	54.5	A				
USGS	05427850	2006-06-20	25.0	A	23.5	A	24.0	A	41.5	A				
USGS	05427850	2006-06-21	24.0	A	22.5	A	23.5	A	51.9	A				
USGS	05427850	2006-06-22	25.0	A	22.5	A	23.5	A	61.2	A				
USGS	05427850	2006-06-23	26.5	A	21.5	A	23.5	A	34.4	A				
USGS	05427850	2006-06-24	25.5	A	23.0	A	24.0	A	40.6	A				
USGS	05427850	2006-06-25	24.5	A	22.0	A	23.0	A	66.6	A				
USGS	05427850	2006-06-26	23.0	A	19.5	A	21.5	A	75.9	A				
USGS	05427850	2006-06-27	24.0	A	21.0	A	22.0	A	92.3	A				
USGS	05427850	2006-06-28	24.0	A	22.5	A	23.5	A	64.6	A				
USGS	05427850	2006-06-29	24.5	A	21.5	A	22.5	A	57.1	A				
USGS	05427850	2006-06-30	27.5	A	23.5	A	25.0	A	48.4	A				
USGS	05427850	2006-07-01	28.0	A	25.5	A	26.5	A	25.8	A				
USGS	05427850	2006-07-02	26.5	A	25.0	A	25.5	A	65.3	A				
USGS	05427850	2006-07-03	27.5	A	25.0	A	26.0	A	49.8	A				
USGS	05427850	2006-07-04	28.0	A	25.0	A	26.5	A	49.5	A				
USGS	05427850	2006-07-05	27.0	A	23.5	A	25.5	A	42.2	A				
USGS	05427850	2006-07-06	28.0	A	24.0	A	25.5	A	39.8	A				
USGS	05427850	2006-07-07	27.5	A	25.0	A	26.0	A	39.0	A				
USGS	05427850	2006-07-08	27.5	A	25.0	A	26.0	A	38.1	A				
USGS	05427850	2006-07-09	28.0	A	24.5	A	25.5	A	58.6	A				
USGS	05427850	2006-07-10	27.0	A	23.5	A	25.0	A	35.0	A				
