# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2017-10-05 14:02:57 EDT       (sdww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 05427930 DORN (SPRING) CREEK AT CT HIGHWAY M NR WAUNAKEE,WI
# -----------------------------------------------------------------------------------
#
# Data provided for site 05427930
#            TS   parameter     statistic     Description
#        154946       00010     00001     Temperature, water, degrees Celsius (Maximum)
#        154947       00010     00002     Temperature, water, degrees Celsius (Minimum)
#        154948       00010     00003     Temperature, water, degrees Celsius (Mean)
#        154952       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	154946_00010_00001	154946_00010_00001_cd	154947_00010_00002	154947_00010_00002_cd	154948_00010_00003	154948_00010_00003_cd	154952_00060_00003	154952_00060_00003_cd
USGS	05427930	2014-02-11							4.49	A:e
USGS	05427930	2014-02-12							4.44	A:e
USGS	05427930	2014-02-13							4.41	A:e
USGS	05427930	2014-02-14							4.36	A:e
USGS	05427930	2014-02-15							4.28	A:e
USGS	05427930	2014-02-16							4.20	A:e
USGS	05427930	2014-02-17							4.17	A:e
USGS	05427930	2014-02-18							4.17	A:e
USGS	05427930	2014-02-19							4.23	A:e
USGS	05427930	2014-02-20							4.50	A:e
USGS	05427930	2014-02-21							5.06	A:e
USGS	05427930	2014-02-22							4.90	A:e
USGS	05427930	2014-02-23							4.70	A:e
USGS	05427930	2014-02-24							4.60	A:e
USGS	05427930	2014-02-25							4.50	A:e
USGS	05427930	2014-02-26							4.40	A:e
USGS	05427930	2014-02-27							4.30	A:e
USGS	05427930	2014-02-28							4.20	A:e
USGS	05427930	2014-03-01							4.17	A:e
USGS	05427930	2014-03-02							4.20	A:e
USGS	05427930	2014-03-03							4.10	A:e
USGS	05427930	2014-03-04							4.10	A:e
USGS	05427930	2014-03-05							4.00	A:e
USGS	05427930	2014-03-06							4.00	A:e
USGS	05427930	2014-03-07							4.00	A:e
USGS	05427930	2014-03-08							4.10	A:e
USGS	05427930	2014-03-09							4.30	A:e
USGS	05427930	2014-03-10							5.76	A:e
USGS	05427930	2014-03-11							9.76	A:e
USGS	05427930	2014-03-12							25.7	A
USGS	05427930	2014-03-13							39.6	A
USGS	05427930	2014-03-14							59.4	A
USGS	05427930	2014-03-15							143	A
USGS	05427930	2014-03-16							48.0	A
USGS	05427930	2014-03-17							21.1	A
USGS	05427930	2014-03-18							11.8	A
USGS	05427930	2014-03-19							28.2	A
USGS	05427930	2014-03-20							29.6	A
USGS	05427930	2014-03-21							20.5	A
USGS	05427930	2014-03-22							16.1	A
USGS	05427930	2014-03-23							12.0	A
USGS	05427930	2014-03-24							10.5	A
USGS	05427930	2014-03-25							9.80	A
USGS	05427930	2014-03-26							9.34	A
USGS	05427930	2014-03-27							9.70	A
USGS	05427930	2014-03-28							15.4	A
USGS	05427930	2014-03-29							14.4	A
USGS	05427930	2014-03-30							14.2	A
USGS	05427930	2014-03-31							15.4	A
USGS	05427930	2014-04-01							14.0	A
USGS	05427930	2014-04-02							11.9	A
USGS	05427930	2014-04-03							10.5	A
USGS	05427930	2014-04-04							11.3	A
USGS	05427930	2014-04-05							10.6	A
USGS	05427930	2014-04-06							10.5	A
USGS	05427930	2014-04-07							10.9	A
USGS	05427930	2014-04-08							11.4	A
USGS	05427930	2014-04-09							10.8	A
USGS	05427930	2014-04-10							10.3	A
USGS	05427930	2014-04-11							9.57	A
USGS	05427930	2014-04-12							9.04	A
USGS	05427930	2014-04-13							23.2	A
USGS	05427930	2014-04-14							50.9	A
USGS	05427930	2014-04-15							35.9	A
USGS	05427930	2014-04-16							17.3	A
USGS	05427930	2014-04-17							11.5	A
USGS	05427930	2014-04-18							8.91	A
USGS	05427930	2014-04-19							7.50	A
USGS	05427930	2014-04-20							6.97	A
USGS	05427930	2014-04-21							6.91	A
USGS	05427930	2014-04-22							6.66	A
USGS	05427930	2014-04-23							6.34	A
USGS	05427930	2014-04-24							6.98	A
USGS	05427930	2014-04-25							9.43	A
USGS	05427930	2014-04-26							7.49	A
USGS	05427930	2014-04-27							6.40	A
USGS	05427930	2014-04-28							11.0	A
USGS	05427930	2014-04-29							22.8	A
USGS	05427930	2014-04-30							19.7	A
USGS	05427930	2014-05-01							14.3	A
USGS	05427930	2014-05-02							11.6	A
USGS	05427930	2014-05-03							10.2	A
USGS	05427930	2014-05-04							8.65	A
USGS	05427930	2014-05-05							7.68	A
USGS	05427930	2014-05-06							7.07	A
USGS	05427930	2014-05-07							6.94	A
USGS	05427930	2014-05-08							6.71	A
USGS	05427930	2014-05-09							6.63	A
USGS	05427930	2014-05-10							6.31	A
USGS	05427930	2014-05-11							7.10	A
USGS	05427930	2014-05-12							16.9	A
USGS	05427930	2014-05-13							22.0	A
USGS	05427930	2014-05-14							11.6	A
USGS	05427930	2014-05-15							8.07	A
USGS	05427930	2014-05-16							6.75	A
USGS	05427930	2014-05-17							5.96	A
USGS	05427930	2014-05-18							4.80	A
USGS	05427930	2014-05-19							4.72	A
USGS	05427930	2014-05-20							5.61	A
USGS	05427930	2014-05-21							5.10	A
USGS	05427930	2014-05-22							4.28	A
USGS	05427930	2014-05-23							4.20	A
USGS	05427930	2014-05-24							3.85	A
USGS	05427930	2014-05-25							3.39	A
USGS	05427930	2014-05-26							3.89	A
USGS	05427930	2014-05-27							4.48	A
USGS	05427930	2014-05-28							6.01	A
USGS	05427930	2014-05-29							4.04	A
USGS	05427930	2014-05-30							3.39	A
USGS	05427930	2014-05-31							3.02	A
USGS	05427930	2014-06-01							3.49	A
USGS	05427930	2014-06-02							22.6	A
USGS	05427930	2014-06-03							18.1	A
USGS	05427930	2014-06-04							6.95	A
USGS	05427930	2014-06-05							4.76	A
USGS	05427930	2014-06-06							3.19	A
USGS	05427930	2014-06-07							3.14	A
USGS	05427930	2014-06-08							2.83	A
USGS	05427930	2014-06-09							2.89	A
USGS	05427930	2014-06-10							2.45	A
USGS	05427930	2014-06-11							3.19	A
USGS	05427930	2014-06-12							3.23	A
USGS	05427930	2014-06-13							3.56	A
USGS	05427930	2014-06-14							3.12	A
USGS	05427930	2014-06-15							3.08	A
USGS	05427930	2014-06-16							3.50	A:e
USGS	05427930	2014-06-17							4.00	A:e
USGS	05427930	2014-06-18							7.48	A:e
USGS	05427930	2014-06-19							14.2	A
USGS	05427930	2014-06-20							27.9	A
USGS	05427930	2014-06-21							24.8	A
USGS	05427930	2014-06-22							13.9	A
USGS	05427930	2014-06-23							9.81	A
USGS	05427930	2014-06-24							8.43	A
USGS	05427930	2014-06-25							8.09	A
USGS	05427930	2014-06-26							10.0	A
USGS	05427930	2014-06-27							8.22	A
USGS	05427930	2014-06-28							8.27	A
USGS	05427930	2014-06-29							10.4	A
USGS	05427930	2014-06-30							27.6	A
USGS	05427930	2014-07-01							46.1	A
USGS	05427930	2014-07-02							25.7	A
USGS	05427930	2014-07-03							12.9	A
USGS	05427930	2014-07-04							10.7	A
USGS	05427930	2014-07-05							8.73	A
USGS	05427930	2014-07-06							7.87	A
USGS	05427930	2014-07-07							8.78	A
USGS	05427930	2014-07-08							8.91	A
USGS	05427930	2014-07-09							8.83	A
USGS	05427930	2014-07-10							7.75	A
USGS	05427930	2014-07-11							7.11	A
USGS	05427930	2014-07-12							7.40	A
USGS	05427930	2014-07-13							7.25	A
USGS	05427930	2014-07-14							6.53	A
USGS	05427930	2014-07-15							5.55	A
USGS	05427930	2014-07-16							4.73	A
USGS	05427930	2014-07-17							4.51	A
USGS	05427930	2014-07-18							5.52	A
USGS	05427930	2014-07-19							5.83	A
USGS	05427930	2014-07-20							5.64	A
USGS	05427930	2014-07-21							5.57	A
USGS	05427930	2014-07-22							5.24	A
USGS	05427930	2014-07-23							4.80	A
USGS	05427930	2014-07-24							4.59	A
USGS	05427930	2014-07-25							4.85	A
USGS	05427930	2014-07-26							4.99	A
USGS	05427930	2014-07-27							4.87	A
USGS	05427930	2014-07-28							4.71	A
USGS	05427930	2014-07-29							4.34	A
USGS	05427930	2014-07-30							3.98	A
USGS	05427930	2014-07-31							4.04	A
USGS	05427930	2014-08-01							3.89	A
USGS	05427930	2014-08-02							4.68	A
USGS	05427930	2014-08-03							4.73	A
USGS	05427930	2014-08-04							9.92	A
USGS	05427930	2014-08-05							20.4	A
USGS	05427930	2014-08-06							17.3	A
USGS	05427930	2014-08-07							9.99	A
USGS	05427930	2014-08-08							6.15	A
USGS	05427930	2014-08-09							5.30	A
USGS	05427930	2014-08-10							4.73	A
USGS	05427930	2014-08-11							5.32	A
USGS	05427930	2014-08-12							8.18	A
USGS	05427930	2014-08-13							5.49	A
USGS	05427930	2014-08-14							4.46	A
USGS	05427930	2014-08-15							3.55	A
USGS	05427930	2014-08-16							3.71	A
USGS	05427930	2014-08-17							3.44	A
USGS	05427930	2014-08-18							3.23	A
USGS	05427930	2014-08-19							4.49	A
USGS	05427930	2014-08-20							3.64	A
USGS	05427930	2014-08-21							4.41	A
USGS	05427930	2014-08-22							4.42	A
USGS	05427930	2014-08-23							4.18	A
USGS	05427930	2014-08-24							3.79	A
USGS	05427930	2014-08-25							10.1	A
USGS	05427930	2014-08-26							14.4	A
USGS	05427930	2014-08-27							8.16	A
USGS	05427930	2014-08-28							6.36	A
USGS	05427930	2014-08-29							5.54	A
USGS	05427930	2014-08-30							6.64	A
USGS	05427930	2014-08-31							8.12	A
USGS	05427930	2014-09-01							7.54	A
USGS	05427930	2014-09-02							6.36	A
USGS	05427930	2014-09-03							5.42	A
USGS	05427930	2014-09-04							17.5	A
USGS	05427930	2014-09-05							33.3	A
USGS	05427930	2014-09-06							21.8	A
USGS	05427930	2014-09-07							13.4	A
USGS	05427930	2014-09-08							11.4	A
USGS	05427930	2014-09-09							10.5	A
USGS	05427930	2014-09-10							12.4	A
USGS	05427930	2014-09-11							11.9	A
USGS	05427930	2014-09-12							10.9	A
USGS	05427930	2014-09-13							11.5	A
USGS	05427930	2014-09-14							10.8	A
USGS	05427930	2014-09-15							9.80	A
USGS	05427930	2014-09-16							10.2	A
USGS	05427930	2014-09-17							9.30	A
USGS	05427930	2014-09-18							9.85	A
USGS	05427930	2014-09-19							10.1	A
USGS	05427930	2014-09-20							10.4	A
USGS	05427930	2014-09-21							10.8	A
USGS	05427930	2014-09-22							9.17	A
USGS	05427930	2014-09-23							8.79	A
USGS	05427930	2014-09-24							8.61	A
USGS	05427930	2014-09-25							7.92	A
USGS	05427930	2014-09-26							7.19	A
USGS	05427930	2014-09-27							7.18	A
USGS	05427930	2014-09-28							7.36	A
USGS	05427930	2014-09-29							6.54	A
USGS	05427930	2014-09-30							4.83	A
USGS	05427930	2014-10-01							4.48	A
USGS	05427930	2014-10-02							4.44	A
USGS	05427930	2014-10-03							5.71	A
USGS	05427930	2014-10-04							5.51	A
USGS	05427930	2014-10-05							4.04	A
USGS	05427930	2014-10-06	11.8	P	8.3	P	9.7	P	3.18	A
USGS	05427930	2014-10-07	12.0	P	8.2	P	10.0	P	3.75	A
USGS	05427930	2014-10-08	12.4	P	7.8	P	9.9	P	4.17	A
USGS	05427930	2014-10-09	11.6	P	7.5	P	9.4	P	3.41	A
USGS	05427930	2014-10-10	10.7	P	6.0	P	8.2	P	3.58	A
USGS	05427930	2014-10-11	10.4	P	5.4	P	7.8	P	3.71	A
USGS	05427930	2014-10-12	10.7	P	6.0	P	8.6	P	3.81	A
USGS	05427930	2014-10-13	11.9	P	9.8	P	10.9	P	5.69	A
USGS	05427930	2014-10-14	11.7	P	11.0	P	11.5	P	12.3	A
USGS	05427930	2014-10-15	11.1	P	10.5	P	10.8	P	10.7	A
USGS	05427930	2014-10-16	13.8	P	10.5	P	11.8	P	5.97	A
USGS	05427930	2014-10-17	11.2	P	10.0	P	10.7	P	4.61	A
USGS	05427930	2014-10-18	11.1	P	7.6	P	9.7	P	3.83	A:e
USGS	05427930	2014-10-19	9.5	P	5.7	P	7.8	P	3.76	A:e
USGS	05427930	2014-10-20	11.4	P	7.9	P	9.6	P	3.71	A:e
USGS	05427930	2014-10-21	10.2	P	7.1	P	9.2	P	3.59	A:e
USGS	05427930	2014-10-22	9.4	P	4.8	P	7.1	P	3.54	A:e
USGS	05427930	2014-10-23	8.4	P	6.1	P	7.4	P	3.60	A:e
USGS	05427930	2014-10-24	11.7	P	8.4	P	10.0	P	3.74	A:e
USGS	05427930	2014-10-25	13.2	P	9.0	P	11.0	P	3.71	A:e
USGS	05427930	2014-10-26	10.4	P	6.6	P	8.8	P	3.65	A:e
USGS	05427930	2014-10-27	13.8	P	8.9	P	11.5	P	3.66	A:e
USGS	05427930	2014-10-28	13.3	P	8.8	P	11.2	P	3.69	A:e
USGS	05427930	2014-10-29	9.4	P	6.4	P	8.1	P	3.64	A:e
USGS	05427930	2014-10-30	7.8	P	5.3	P	6.7	P	3.59	A:e
USGS	05427930	2014-10-31	7.1	P	2.9	P	5.1	P	3.54	A:e
USGS	05427930	2014-11-01	5.1	P	1.4	P	3.1	P	3.54	A:e
USGS	05427930	2014-11-02	6.0	P	2.1	P	4.1	P	3.59	A:e
USGS	05427930	2014-11-03	8.3	P	4.3	P	6.2	P	3.67	A:e
USGS	05427930	2014-11-04	9.9	P	6.8	P	8.8	P	3.78	A:e
USGS	05427930	2014-11-05	7.3	P	5.1	P	6.5	P	3.89	A:e
USGS	05427930	2014-11-06	7.2	P	4.8	P	6.3	P	3.99	A:e
USGS	05427930	2014-11-07	5.7	P	3.4	P	4.6	P	4.08	A:e
USGS	05427930	2014-11-08	6.7	P	4.5	P	5.4	P	4.15	A:e
USGS	05427930	2014-11-09	7.0	P	4.2	P	5.6	P	4.21	A:e
USGS	05427930	2014-11-10	8.0	P	5.2	P	6.6	P	4.25	A:e
USGS	05427930	2014-11-11	7.1	P	2.6	P	5.3	P	4.25	A:e
USGS	05427930	2014-11-12	2.6	P	0.3	P	1.2	P	4.19	A:e
USGS	05427930	2014-11-13	1.5	P	0.2	P	0.6	P	4.09	A:e
USGS	05427930	2014-11-14	1.0	P	0.1	P	0.4	P	3.98	A:e
USGS	05427930	2014-11-15	0.8	P	0.1	P	0.3	P	3.93	A:e
USGS	05427930	2014-11-16	0.8	P	0.1	P	0.4	P	3.97	A:e
USGS	05427930	2014-11-17	0.6	P	0.1	P	0.2	P	3.90	A:e
USGS	05427930	2014-11-18	0.8	P	0.1	P	0.3	P	3.75	A:e
USGS	05427930	2014-11-19	0.7	P	0.2	P	0.3	P	3.66	A:e
USGS	05427930	2014-11-20	0.7	P	0.1	P	0.3	P	3.73	A:e
USGS	05427930	2014-11-21	0.7	P	0.1	P	0.3	P	3.86	A:e
USGS	05427930	2014-11-22	0.7	P	0.3	P	0.5	P	4.36	A:e
USGS	05427930	2014-11-23	0.8	P	0.4	P	0.6	P	7.49	A
USGS	05427930	2014-11-24	0.6	P	-0.1	P	0.3	P	9.31	A
USGS	05427930	2014-11-25	0.3	P	-0.0	P	0.1	P	6.71	A
USGS	05427930	2014-11-26	0.6	P	-0.0	P	0.2	P	6.01	A
USGS	05427930	2014-11-27	0.7	P	-0.0	P	0.3	P	5.32	A
USGS	05427930	2014-11-28	0.7	P	0.1	P	0.3	P	5.21	A
USGS	05427930	2014-11-29	1.2	P	0.3	P	0.5	P	5.25	A
USGS	05427930	2014-11-30	0.9	P	0.0	P	0.4	P	5.51	A
USGS	05427930	2014-12-01	0.4	P	0.1	P	0.2	P	4.63	A
USGS	05427930	2014-12-02	0.7	P	0.1	P	0.3	P	4.69	A
USGS	05427930	2014-12-03	0.8	P	0.1	P	0.3	P	5.69	A
USGS	05427930	2014-12-04	0.5	P	0.1	P	0.3	P	5.20	A
USGS	05427930	2014-12-05	0.7	P	0.3	P	0.5	P	5.03	A
USGS	05427930	2014-12-06	1.2	P	0.0	P	0.4	P	5.23	A
USGS	05427930	2014-12-07	0.6	P	0.1	P	0.3	P	5.41	A
USGS	05427930	2014-12-08	0.8	P	0.4	P	0.6	P	5.17	A
USGS	05427930	2014-12-09	1.9	P	0.6	P	1.2	P	5.51	A
USGS	05427930	2014-12-10	1.3	P	0.6	P	1.0	P	5.13	A
USGS	05427930	2014-12-11	1.6	P	0.1	P	0.6	P	4.95	A
USGS	05427930	2014-12-12	1.9	P	0.2	P	1.1	P	4.75	A
USGS	05427930	2014-12-13	3.3	P	1.6	P	2.5	P	5.14	A
USGS	05427930	2014-12-14	4.1	P	3.1	P	3.6	P	7.30	A
USGS	05427930	2014-12-15	4.2	P	3.1	P	3.8	P	7.66	A
USGS	05427930	2014-12-16	3.1	P	0.5	P	2.1	P	7.63	A
USGS	05427930	2014-12-17	0.5	P	0.0	P	0.2	P	5.51	A
USGS	05427930	2014-12-18	0.4	P	0.0	P	0.2	P	4.94	A
USGS	05427930	2014-12-19	0.5	P	0.2	P	0.3	P	4.48	A
USGS	05427930	2014-12-20	1.1	P	0.3	P	0.8	P	4.62	A
USGS	05427930	2014-12-21	2.1	P	1.1	P	1.7	P	4.63	A
USGS	05427930	2014-12-22	2.6	P	1.8	P	2.2	P	4.56	A
USGS	05427930	2014-12-23	2.9	P	1.8	P	2.3	P	8.32	A
USGS	05427930	2014-12-24	2.3	P	1.9	P	2.1	P	8.54	A
USGS	05427930	2014-12-25	3.3	P	1.5	P	2.2	P	5.91	A
USGS	05427930	2014-12-26	3.7	P	1.7	P	2.6	P	5.12	A
USGS	05427930	2014-12-27	3.5	P	1.2	P	2.8	P	5.11	A
USGS	05427930	2014-12-28	1.2	P	-0.0	P	0.3	P	4.55	A
USGS	05427930	2014-12-29	0.4	P	0.0	P	0.1	P	3.96	A:e
USGS	05427930	2014-12-30	0.4	P	0.0	P	0.2	P	3.74	A:e
USGS	05427930	2014-12-31	0.4	P	0.1	P	0.2	P	3.67	A:e
USGS	05427930	2015-01-01	0.5	P	0.2	P	0.3	P	3.49	A:e
USGS	05427930	2015-01-02	0.6	P	0.2	P	0.3	P	3.88	A
USGS	05427930	2015-01-03	0.5	P	0.2	P	0.3	P	3.98	A
USGS	05427930	2015-01-04	0.3	P	-0.0	P	0.1	P	3.48	A:e
USGS	05427930	2015-01-05	0.3	P	0.1	P	0.2	P	3.38	A:e
USGS	05427930	2015-01-06	0.3	P	0.1	P	0.2	P	3.37	A:e
USGS	05427930	2015-01-07	0.2	P	0.1	P	0.2	P	3.28	A:e
USGS	05427930	2015-01-08	0.2	P	0.1	P	0.2	P	3.28	A:e
USGS	05427930	2015-01-09	0.3	P	0.1	P	0.2	P	3.24	A:e
USGS	05427930	2015-01-10	0.3	P	0.1	P	0.2	P	3.22	A:e
USGS	05427930	2015-01-11	0.4	P	0.1	P	0.2	P	3.31	A:e
USGS	05427930	2015-01-12	0.3	P	0.1	P	0.2	P	3.92	A
USGS	05427930	2015-01-13	0.3	P	0.1	P	0.2	P	4.09	A
USGS	05427930	2015-01-14	0.3	P	0.1	P	0.2	P	4.10	A
USGS	05427930	2015-01-15	0.4	P	0.2	P	0.3	P	3.99	A
USGS	05427930	2015-01-16	0.5	P	0.1	P	0.3	P	3.77	A
USGS	05427930	2015-01-17	0.5	P	0.2	P	0.3	P	3.94	A
USGS	05427930	2015-01-18	0.8	P	0.1	P	0.3	P	4.56	A
USGS	05427930	2015-01-19	0.8	P	0.0	P	0.3	P	4.41	A
USGS	05427930	2015-01-20	0.5	P	0.3	P	0.4	P	4.27	A
USGS	05427930	2015-01-21	0.8	P	0.2	P	0.5	P	4.14	A
USGS	05427930	2015-01-22	2.0	P	0.5	P	1.1	P	3.99	A
USGS	05427930	2015-01-23	2.0	P	0.7	P	1.2	P	4.24	A
USGS	05427930	2015-01-24	2.2	P	1.1	P	1.6	P	4.00	A
USGS	05427930	2015-01-25	1.6	P	0.1	P	1.0	P	3.85	A
USGS	05427930	2015-01-26	0.3	P	0.1	P	0.2	P	3.44	A
USGS	05427930	2015-01-27	0.7	P	0.2	P	0.4	P	3.34	A
USGS	05427930	2015-01-28	2.3	P	0.7	P	1.3	P	3.41	A
USGS	05427930	2015-01-29	2.1	P	1.0	P	1.6	P	3.38	A
USGS	05427930	2015-01-30	1.0	P	-0.0	P	0.4	P	3.01	A:e
USGS	05427930	2015-01-31	1.3	P	0.1	P	0.6	P	2.98	A:e
USGS	05427930	2015-02-01	0.7	P	-0.1	P	0.1	P	2.98	A:e
USGS	05427930	2015-02-02	0.4	P	0.0	P	0.2	P	3.64	A
USGS	05427930	2015-02-03	0.4	P	0.1	P	0.2	P	4.03	A
USGS	05427930	2015-02-04	0.4	P	0.0	P	0.2	P	4.04	A
USGS	05427930	2015-02-05	0.3	P	0.0	P	0.2	P	3.61	A
USGS	05427930	2015-02-06	0.4	P	0.1	P	0.2	P	3.57	A
USGS	05427930	2015-02-07	0.6	P	0.1	P	0.3	P	3.03	A:e
USGS	05427930	2015-02-08	0.4	P	0.1	P	0.2	P	3.03	A:e
USGS	05427930	2015-02-09	0.9	P	0.0	P	0.3	P	3.05	A:e
USGS	05427930	2015-02-10	0.7	P	0.0	P	0.3	P	3.07	A:e
USGS	05427930	2015-02-11	0.8	P	0.0	P	0.3	P	3.03	A:e
USGS	05427930	2015-02-12	0.6	P	0.0	P	0.2	P	3.06	A:e
USGS	05427930	2015-02-13	0.4	P	0.0	P	0.2	P	3.15	A:e
USGS	05427930	2015-02-14	0.4	P	0.0	P	0.2	P	3.12	A:e
USGS	05427930	2015-02-15	0.5	P	0.1	P	0.2	P	3.06	A:e
USGS	05427930	2015-02-16	0.5	P	0.2	P	0.2	P	3.19	A:e
USGS	05427930	2015-02-17	0.5	P	0.1	P	0.2	P	3.21	A:e
USGS	05427930	2015-02-18	0.4	P	0.1	P	0.1	P	3.21	A:e
USGS	05427930	2015-02-19	0.4	P	0.1	P	0.2	P	3.33	A:e
USGS	05427930	2015-02-20	0.3	P	0.1	P	0.2	P	3.48	A:e
USGS	05427930	2015-02-21	0.5	P	0.1	P	0.3	P	3.54	A:e
USGS	05427930	2015-02-22	0.5	P	0.0	P	0.2	P	3.48	A:e
USGS	05427930	2015-02-23	0.4	P	0.0	P	0.2	P	3.46	A:e
USGS	05427930	2015-02-24	0.6	P	0.1	P	0.2	P	3.49	A:e
USGS	05427930	2015-02-25	0.4	P	0.1	P	0.2	P	3.54	A:e
USGS	05427930	2015-02-26	0.4	P	0.0	P	0.2	P	3.58	A:e
USGS	05427930	2015-02-27	0.4	P	0.0	P	0.1	P	3.55	A:e
USGS	05427930	2015-02-28	0.4	P	0.0	P	0.2	P	3.57	A:e
USGS	05427930	2015-03-01	0.5	P	0.1	P	0.2	P	3.61	A:e
USGS	05427930	2015-03-02	0.6	P	0.0	P	0.2	P	3.67	A:e
USGS	05427930	2015-03-03	0.3	P	0.1	P	0.2	P	3.74	A:e
USGS	05427930	2015-03-04	0.7	P	0.0	P	0.2	P	3.77	A:e
USGS	05427930	2015-03-05	0.6	P	0.0	P	0.2	P	3.74	A:e
USGS	05427930	2015-03-06	0.6	P	0.0	P	0.2	P	3.74	A:e
USGS	05427930	2015-03-07	1.0	P	0.1	P	0.3	P	5.21	A:e
USGS	05427930	2015-03-08	0.7	P	-0.1	P	0.2	P	15.9	A
USGS	05427930	2015-03-09	0.7	P	-0.1	P	0.1	P	24.5	A
USGS	05427930	2015-03-10	2.8	P	-0.1	P	1.0	P	16.9	A
USGS	05427930	2015-03-11	4.4	P	-0.1	P	1.7	P	13.9	A
USGS	05427930	2015-03-12	6.6	P	0.1	P	3.0	P	11.2	A
USGS	05427930	2015-03-13	8.6	P	1.4	P	4.5	P	9.32	A
USGS	05427930	2015-03-14	9.2	P	2.7	P	5.4	P	9.14	A
USGS	05427930	2015-03-15	7.7	P	1.8	P	4.9	P	8.79	A
USGS	05427930	2015-03-16	9.5	P	4.0	P	6.5	P	8.87	A
USGS	05427930	2015-03-17	9.0	P	3.5	P	5.9	P	8.40	A
USGS	05427930	2015-03-18	8.7	P	1.6	P	5.1	P	7.08	A
USGS	05427930	2015-03-19	7.2	P	4.3	P	5.6	P	6.97	A
USGS	05427930	2015-03-20	11.7	P	3.7	P	7.2	P	6.86	A
USGS	05427930	2015-03-21	11.2	P	4.3	P	7.2	P	6.84	A
USGS	05427930	2015-03-22	5.6	P	3.1	P	4.2	P	6.58	A
USGS	05427930	2015-03-23	6.2	P	0.6	P	3.2	P	6.42	A
USGS	05427930	2015-03-24	7.3	P	0.1	P	3.7	P	6.85	A
USGS	05427930	2015-03-25	6.0	P	2.0	P	3.6	P	9.04	A
USGS	05427930	2015-03-26	4.2	P	1.6	P	2.9	P	9.28	A
USGS	05427930	2015-03-27	7.2	P	-0.0	P	3.0	P	7.60	A
USGS	05427930	2015-03-28	8.8	P	-0.0	P	3.9	P	7.07	A
USGS	05427930	2015-03-29	3.7	P	1.5	P	2.4	P	6.97	A
USGS	05427930	2015-03-30	8.8	P	0.9	P	4.9	P	7.10	A
USGS	05427930	2015-03-31	13.3	P	4.5	P	8.2	P	7.72	A
USGS	05427930	2015-04-01	15.1	P	4.3	P	9.4	P	7.94	A
USGS	05427930	2015-04-02	14.5	P	8.2	P	10.5	P	8.20	A
USGS	05427930	2015-04-03	11.4	P	5.2	P	8.2	P	7.84	A
USGS	05427930	2015-04-04	12.3	P	3.1	P	7.3	P	7.13	A
USGS	05427930	2015-04-05	14.2	P	5.4	P	9.3	P	7.23	A
USGS	05427930	2015-04-06	14.5	P	4.8	P	9.3	P	7.34	A
USGS	05427930	2015-04-07	8.6	P	5.1	P	7.2	P	8.21	A
USGS	05427930	2015-04-08	5.1	P	3.7	P	4.4	P	17.5	A
USGS	05427930	2015-04-09	6.0	P	3.6	P	4.3	P	40.5	A
USGS	05427930	2015-04-10	6.0	P	3.5	P	4.8	P	50.4	A
USGS	05427930	2015-04-11	10.2	P	3.3	P	6.7	P	33.0	A
USGS	05427930	2015-04-12	12.7	P	5.8	P	9.3	P	17.2	A
USGS	05427930	2015-04-13	15.3	P	9.1	P	11.5	P	12.2	A
USGS	05427930	2015-04-14	15.0	P	6.1	P	10.4	P	9.86	A
USGS	05427930	2015-04-15	15.8	P	6.9	P	11.1	P	8.19	A
USGS	05427930	2015-04-16	17.6	P	7.1	P	12.1	P	7.56	A
USGS	05427930	2015-04-17	19.2	P	9.1	P	14.0	P	6.97	A
USGS	05427930	2015-04-18	19.0	P	10.3	P	14.3	P	6.49	A
USGS	05427930	2015-04-19	18.2	P	9.9	P	13.8	P	6.11	A
USGS	05427930	2015-04-20	13.1	P	6.7	P	9.8	P	9.38	A
USGS	05427930	2015-04-21	6.7	P	4.5	P	5.7	P	9.05	A
USGS	05427930	2015-04-22	7.0	P	3.0	P	4.8	P	7.06	A
USGS	05427930	2015-04-23	13.7	P	2.4	P	7.7	P	6.36	A
USGS	05427930	2015-04-24	8.4	P	4.2	P	6.6	P	6.18	A
USGS	05427930	2015-04-25	9.7	P	5.3	P	7.2	P	7.24	A
USGS	05427930	2015-04-26	16.0	P	4.0	P	9.7	P	6.21	A
USGS	05427930	2015-04-27	17.8	P	6.5	P	12.0	P	5.50	A
USGS	05427930	2015-04-28	18.4	P	7.9	P	13.1	P	5.12	A
USGS	05427930	2015-04-29	16.8	P	9.2	P	13.0	P	5.13	A
USGS	05427930	2015-04-30	17.6	P	8.3	P	12.9	P	5.04	A
