"record_id","param","sampledate","value"
"715","Month","2001-07-05","7"
"716","Year","2001-07-05","01"
"717","Season","2001-07-05","summer"
"718","serialdate","2001-07-05","731037"
"719","Alk","2001-07-05","3570"
"720","Ca","2001-07-05","34.550"
"721","Chl","2001-07-05","16.742"
"722","Cl","2001-07-05","33.38"
"723","DIC","2001-07-05","44.14"
"724","DO","2001-07-05","7.253"
"725","DOC","2001-07-05","5.56"
"726","DOsat","2001-07-05","82.787"
"727","DRSilica","2001-07-05","1.251"
"728","Fe","2001-07-05","0.011"
"729","K","2001-07-05","3.45"
"730","Mg","2001-07-05","32.72"
"731","Mn","2001-07-05","0.03925"
"732","NH4","2001-07-05","0.0481"
"733","NO3NO2","2001-07-05","0.24746"
"734","Na","2001-07-05","16.76"
"735","SO4","2001-07-05","16.08"
"736","SRP","2001-07-05","0.0621"
"737","TIC","2001-07-05","44.466"
"738","TKN","2001-07-05","0.9440"
"739","TOC","2001-07-05","5.4727"
"740","TP","2001-07-05","0.093"
"741","Temp","2001-07-05","18.788"
"742","Zoop","2001-07-05","48007"
"743","pH","2001-07-05","8.447"
"744","secchi","2001-07-05","2.557"
"745","Bacillariophyta","2001-07-05","0.186933051"
"746","Chlorophyta","2001-07-05","0.010655127"
"747","Cyanophyta","2001-07-05","3.703768524"
"748","DayLength","2001-07-05","15.06126052"
"749","Month","2001-07-16","7"
"750","Year","2001-07-16","01"
"751","Season","2001-07-16","summer"
"752","serialdate","2001-07-16","731048"
"753","Alk","2001-07-16","3438"
"754","Ca","2001-07-16","34.300"
"755","Chl","2001-07-16","11.420"
"756","Cl","2001-07-16","33.43"
"757","DIC","2001-07-16","40.98"
"758","DO","2001-07-16","5.452"
"759","DOC","2001-07-16","5.63"
"760","DOsat","2001-07-16","65.642"
"761","DRSilica","2001-07-16","1.722"
"762","Fe","2001-07-16","0.009"
"763","K","2001-07-16","3.45"
"764","Mg","2001-07-16","32.73"
"765","Mn","2001-07-16","0.02809"
"766","NH4","2001-07-16","0.0325"
"767","NO3NO2","2001-07-16","0.07821"
"768","Na","2001-07-16","16.79"
"769","SO4","2001-07-16","16.07"
"770","SRP","2001-07-16","0.0509"
"771","TIC","2001-07-16","41.477"
"772","TKN","2001-07-16","0.9175"
"773","TOC","2001-07-16","5.7448"
"774","TP","2001-07-16","0.052"
"775","Temp","2001-07-16","20.353"
"776","Zoop","2001-07-16","46639"
"777","pH","2001-07-16","8.789"
"778","secchi","2001-07-16","2.080"
"779","Bacillariophyta","2001-07-16","0.05333536"
"780","Chlorophyta","2001-07-16","0.011133685"
"781","Cyanophyta","2001-07-16","2.667270975"
"782","DayLength","2001-07-16","14.8209488"
"783","Month","2001-07-30","7"
"784","Year","2001-07-30","01"
"785","Season","2001-07-30","summer"
"786","serialdate","2001-07-30","731062"
"787","Alk","2001-07-30","3632"
"788","Ca","2001-07-30","33.937"
"789","Chl","2001-07-30","10.019"
"790","Cl","2001-07-30","33.49"
"791","DIC","2001-07-30","44.62"
"792","DO","2001-07-30","4.306"
"793","DOC","2001-07-30","5.61"
"794","DOsat","2001-07-30","52.179"
"795","DRSilica","2001-07-30","1.566"
"796","Fe","2001-07-30","0.006"
"797","K","2001-07-30","3.44"
"798","Mg","2001-07-30","32.75"
"799","Mn","2001-07-30","0.01152"
"800","NH4","2001-07-30","0.0241"
"801","NO3NO2","2001-07-30","0.05285"
"802","Na","2001-07-30","16.83"
"803","SO4","2001-07-30","16.08"
"804","SRP","2001-07-30","0.0598"
"805","TIC","2001-07-30","44.898"
"806","TKN","2001-07-30","0.8657"
"807","TOC","2001-07-30","5.3768"
"808","TP","2001-07-30","0.085"
"809","Temp","2001-07-30","20.305"
"810","Zoop","2001-07-30","37889"
"811","pH","2001-07-30","8.454"
"812","secchi","2001-07-30","2.154"
"813","Bacillariophyta","2001-07-30","0.061627931"
"814","Chlorophyta","2001-07-30","0.018774801"
"815","Cyanophyta","2001-07-30","3.288371284"
"816","DayLength","2001-07-30","14.36825802"
"817","Month","2001-08-13","8"
"818","Year","2001-08-13","01"
"819","Season","2001-08-13","summer"
"820","serialdate","2001-08-13","731076"
"821","Alk","2001-08-13","3616"
"822","Ca","2001-08-13","34.355"
"823","Chl","2001-08-13","9.605"
"824","Cl","2001-08-13","33.42"
"825","DIC","2001-08-13","40.64"
"826","DO","2001-08-13","4.086"
"827","DOC","2001-08-13","5.63"
"828","DOsat","2001-08-13","50.297"
"829","DRSilica","2001-08-13","1.647"
"830","Fe","2001-08-13","0.011"
"831","K","2001-08-13","3.45"
"832","Mg","2001-08-13","32.73"
"833","Mn","2001-08-13","0.03097"
"834","NH4","2001-08-13","0.0262"
"835","NO3NO2","2001-08-13","0.05274"
"836","Na","2001-08-13","16.79"
"837","SO4","2001-08-13","16.05"
"838","SRP","2001-08-13","0.0213"
"839","TIC","2001-08-13","41.048"
"840","TKN","2001-08-13","0.7688"
"841","TOC","2001-08-13","5.6724"
"842","TP","2001-08-13","0.052"
"843","Temp","2001-08-13","21.371"
"844","Zoop","2001-08-13","40061"
"845","pH","2001-08-13","8.465"
"846","secchi","2001-08-13","1.705"
"847","Bacillariophyta","2001-08-13","0.177265215"
"848","Chlorophyta","2001-08-13","0.041407263"
"849","Cyanophyta","2001-08-13","2.319313021"
"850","DayLength","2001-08-13","13.79602179"
"851","Month","2001-08-28","8"
"852","Year","2001-08-28","01"
"853","Season","2001-08-28","summer"
"854","serialdate","2001-08-28","731091"
"855","Alk","2001-08-28","3613"
"856","Ca","2001-08-28","34.855"
"857","Chl","2001-08-28","10.968"
"858","Cl","2001-08-28","33.35"
"859","DIC","2001-08-28","42.86"
"860","DO","2001-08-28","5.711"
"861","DOC","2001-08-28","5.44"
"862","DOsat","2001-08-28","68.520"
"863","DRSilica","2001-08-28","1.583"
"864","Fe","2001-08-28","0.018"
"865","K","2001-08-28","3.47"
"866","Mg","2001-08-28","32.70"
"867","Mn","2001-08-28","0.05456"
"868","NH4","2001-08-28","0.0303"
"869","NO3NO2","2001-08-28","0.04858"
"870","Na","2001-08-28","16.74"
"871","SO4","2001-08-28","15.99"
"872","SRP","2001-08-28","0.0202"
"873","TIC","2001-08-28","43.187"
"874","TKN","2001-08-28","0.8054"
"875","TOC","2001-08-28","5.5406"
"876","TP","2001-08-28","0.051"
"877","Temp","2001-08-28","21.102"
"878","Zoop","2001-08-28","49970"
"879","pH","2001-08-28","8.472"
"880","secchi","2001-08-28","1.935"
"881","Bacillariophyta","2001-08-28","0.093073684"
"882","Chlorophyta","2001-08-28","0.082718659"
"883","Cyanophyta","2001-08-28","3.237123853"
"884","DayLength","2001-08-28","13.10047896"
"885","Month","2001-09-10","9"
"886","Year","2001-09-10","01"
"887","Season","2001-09-10","summer"
"888","serialdate","2001-09-10","731104"
"889","Alk","2001-09-10","3606"
"890","Ca","2001-09-10","35.357"
"891","Chl","2001-09-10","10.519"
"892","Cl","2001-09-10","33.27"
"893","DIC","2001-09-10","43.88"
"894","DO","2001-09-10","6.288"
"895","DOC","2001-09-10","5.49"
"896","DOsat","2001-09-10","70.822"
"897","DRSilica","2001-09-10","1.418"
"898","Fe","2001-09-10","0.025"
"899","K","2001-09-10","3.49"
"900","Mg","2001-09-10","32.68"
"901","Mn","2001-09-10","0.07855"
"902","NH4","2001-09-10","0.1273"
"903","NO3NO2","2001-09-10","0.12909"
"904","Na","2001-09-10","16.70"
"905","SO4","2001-09-10","15.91"
"906","SRP","2001-09-10","0.0448"
"907","TIC","2001-09-10","44.213"
"908","TKN","2001-09-10","0.8935"
"909","TOC","2001-09-10","5.5102"
"910","TP","2001-09-10","0.075"
"911","Temp","2001-09-10","18.595"
"912","Zoop","2001-09-10","52351"
"913","pH","2001-09-10","8.515"
"914","secchi","2001-09-10","2.474"
"915","Bacillariophyta","2001-09-10","0.50974833"
"916","Chlorophyta","2001-09-10","0.052727801"
"917","Cyanophyta","2001-09-10","2.928690494"
"918","DayLength","2001-09-10","12.46072187"
"919","Month","2001-09-26","9"
"920","Year","2001-09-26","01"
"921","Season","2001-09-26","fall"
"922","serialdate","2001-09-26","731120"
"923","Alk","2001-09-26","3606"
"924","Ca","2001-09-26","36.137"
"925","Chl","2001-09-26","9.748"
"926","Cl","2001-09-26","33.18"
"927","DIC","2001-09-26","44.42"
"928","DO","2001-09-26","6.808"
"929","DOC","2001-09-26","5.41"
"930","DOsat","2001-09-26","74.521"
"931","DRSilica","2001-09-26","1.462"
"932","Fe","2001-09-26","0.041"
"933","K","2001-09-26","3.53"
"934","Mg","2001-09-26","32.65"
"935","Mn","2001-09-26","0.11728"
"936","NH4","2001-09-26","0.1808"
"937","NO3NO2","2001-09-26","0.04242"
"938","Na","2001-09-26","16.64"
"939","SO4","2001-09-26","15.69"
"940","SRP","2001-09-26","0.0498"
"941","TIC","2001-09-26","44.608"
"942","TKN","2001-09-26","0.9801"
"943","TOC","2001-09-26","5.4985"
"944","TP","2001-09-26","0.094"
"945","Temp","2001-09-26","16.936"
"946","Zoop","2001-09-26","36904"
"947","pH","2001-09-26","8.593"
"948","secchi","2001-09-26","1.615"
"949","Bacillariophyta","2001-09-26","1.753758598"
"950","Chlorophyta","2001-09-26","0.100547132"
"951","Cyanophyta","2001-09-26","5.462349243"
"952","DayLength","2001-09-26","11.65803992"
"953","Month","2001-10-20","10"
"954","Year","2001-10-20","01"
"955","Season","2001-10-20","fall"
"956","serialdate","2001-10-20","731144"
"957","Alk","2001-10-20","3560"
"958","Ca","2001-10-20","38.368"
"959","Chl","2001-10-20","4.667"
"960","Cl","2001-10-20","32.87"
"961","DIC","2001-10-20","46.33"
"962","DO","2001-10-20","7.001"
"963","DOC","2001-10-20","5.57"
"964","DOsat","2001-10-20","71.999"
"965","DRSilica","2001-10-20","1.245"
"966","Fe","2001-10-20","0.076"
"967","K","2001-10-20","3.62"
"968","Mg","2001-10-20","32.54"
"969","Mn","2001-10-20","0.22443"
"970","NH4","2001-10-20","0.5004"
"971","NO3NO2","2001-10-20","0.05557"
"972","Na","2001-10-20","16.46"
"973","SO4","2001-10-20","15.30"
"974","SRP","2001-10-20","0.1021"
"975","TIC","2001-10-20","46.865"
"976","TKN","2001-10-20","1.1493"
"977","TOC","2001-10-20","5.5750"
"978","TP","2001-10-20","0.126"
"979","Temp","2001-10-20","14.151"
"980","Zoop","2001-10-20","61823"
"981","pH","2001-10-20","8.577"
"982","secchi","2001-10-20","4.733"
"983","Bacillariophyta","2001-10-20","0.151814863"
"984","Chlorophyta","2001-10-20","0.012256287"
"985","Cyanophyta","2001-10-20","0.758437634"
"986","DayLength","2001-10-20","10.4917824"
"987","Month","2001-11-06","11"
"988","Year","2001-11-06","01"
"989","Season","2001-11-06","fall"
"990","serialdate","2001-11-06","731161"
"991","Alk","2001-11-06","3574"
"992","Ca","2001-11-06","37.339"
"993","Chl","2001-11-06","2.661"
"994","Cl","2001-11-06","33.01"
"995","DIC","2001-11-06","45.55"
"996","DO","2001-11-06","7.441"
"997","DOC","2001-11-06","5.56"
"998","DOsat","2001-11-06","76.132"
"999","DRSilica","2001-11-06","1.231"
"1000","Fe","2001-11-06","0.060"
"1001","K","2001-11-06","3.58"
"1002","Mg","2001-11-06","32.59"
"1003","Mn","2001-11-06","0.17500"
"1004","NH4","2001-11-06","0.3699"
"1005","NO3NO2","2001-11-06","0.11700"
"1006","Na","2001-11-06","16.54"
"1007","SO4","2001-11-06","15.48"
"1008","SRP","2001-11-06","0.0770"
"1009","TIC","2001-11-06","46.066"
"1010","TKN","2001-11-06","1.0505"
"1011","TOC","2001-11-06","5.5262"
"1012","TP","2001-11-06","0.104"
"1013","Temp","2001-11-06","14.906"
"1014","Zoop","2001-11-06","82988"
"1015","pH","2001-11-06","8.565"
"1016","secchi","2001-11-06","3.300"
"1017","Bacillariophyta","2001-11-06","0.297973426"
"1018","Chlorophyta","2001-11-06","0.021040708"
"1019","Cyanophyta","2001-11-06","1.34659667"
"1020","DayLength","2001-11-06","9.760571239"
"1021","Month","2001-11-26","11"
"1022","Year","2001-11-26","01"
"1023","Season","2001-11-26","fall"
"1024","serialdate","2001-11-26","731181"
"1025","Alk","2001-11-26","3596"
"1026","Ca","2001-11-26","36.594"
"1027","Chl","2001-11-26","2.977"
"1028","Cl","2001-11-26","32.94"
"1029","DIC","2001-11-26","47.14"
"1030","DO","2001-11-26","9.902"
"1031","DOC","2001-11-26","5.66"
"1032","DOsat","2001-11-26","91.987"
"1033","DRSilica","2001-11-26","0.900"
"1034","Fe","2001-11-26","0.043"
"1035","K","2001-11-26","3.56"
"1036","Mg","2001-11-26","32.53"
"1037","Mn","2001-11-26","0.12517"
"1038","NH4","2001-11-26","0.6158"
"1039","NO3NO2","2001-11-26","0.19043"
"1040","Na","2001-11-26","16.53"
"1041","SO4","2001-11-26","15.66"
"1042","SRP","2001-11-26","0.1091"
"1043","TIC","2001-11-26","47.385"
"1044","TKN","2001-11-26","1.1409"
"1045","TOC","2001-11-26","5.4652"
"1046","TP","2001-11-26","0.129"
"1047","Temp","2001-11-26","9.886"
"1048","Zoop","2001-11-26","59194"
"1049","pH","2001-11-26","8.606"
"1050","secchi","2001-11-26","3.082"
"1051","Bacillariophyta","2001-11-26","0.256940703"
"1052","Chlorophyta","2001-11-26","0.005069377"
"1053","Cyanophyta","2001-11-26","0.175175279"
"1054","DayLength","2001-11-26","9.111447746"
"1055","Month","2002-05-24","5"
"1056","Year","2002-05-24","02"
"1057","Season","2002-05-24","spring"
"1058","serialdate","2002-05-24","731360"
"1059","Alk","2002-05-24","3478"
"1060","Ca","2002-05-24","32.058"
"1061","Chl","2002-05-24","2.679"
"1062","Cl","2002-05-24","30.74"
"1063","DIC","2002-05-24","46.86"
"1064","DO","2002-05-24","10.069"
"1065","DOC","2002-05-24","5.44"
"1066","DOsat","2002-05-24","99.276"
"1067","DRSilica","2002-05-24","0.555"
"1068","Fe","2002-05-24","0.002"
"1069","K","2002-05-24","3.55"
"1070","Mg","2002-05-24","30.49"
"1071","Mn","2002-05-24","0.00611"
"1072","NH4","2002-05-24","0.1070"
"1073","NO3NO2","2002-05-24","0.75875"
"1074","Na","2002-05-24","15.67"
"1075","SO4","2002-05-24","15.97"
"1076","SRP","2002-05-24","0.0622"
"1077","TIC","2002-05-24","46.938"
"1078","TKN","2002-05-24","0.6610"
"1079","TOC","2002-05-24","5.3000"
"1080","TP","2002-05-24","0.085"
"1081","Temp","2002-05-24","12.901"
"1082","Zoop","2002-05-24","39778"
"1083","pH","2002-05-24","8.517"
"1084","secchi","2002-05-24","5.156"
"1085","Bacillariophyta","2002-05-24","0.078682181"
"1086","Chlorophyta","2002-05-24","0.027183202"
"1087","Cyanophyta","2002-05-24","0.232880355"
"1088","DayLength","2002-05-24","14.79362102"
"1089","Month","2002-07-01","7"
"1090","Year","2002-07-01","02"
"1091","Season","2002-07-01","summer"
"1092","serialdate","2002-07-01","731398"
"1093","Alk","2002-07-01","3304"
"1094","Ca","2002-07-01","29.940"
"1095","Chl","2002-07-01","3.657"
"1096","Cl","2002-07-01","30.97"
"1097","DIC","2002-07-01","42.25"
"1098","DO","2002-07-01","8.139"
"1099","DOC","2002-07-01","5.96"
"1100","DOsat","2002-07-01","94.992"
"1101","DRSilica","2002-07-01","0.924"
"1102","Fe","2002-07-01","0.000"
"1103","K","2002-07-01","3.50"
"1104","Mg","2002-07-01","29.79"
"1105","Mn","2002-07-01","0.00584"
"1106","NH4","2002-07-01","0.0353"
"1107","NO3NO2","2002-07-01","0.49947"
"1108","Na","2002-07-01","15.48"
"1109","SO4","2002-07-01","16.28"
"1110","SRP","2002-07-01","0.0222"
"1111","TIC","2002-07-01","42.337"
"1112","TKN","2002-07-01","0.7149"
"1113","TOC","2002-07-01","5.7568"
"1114","TP","2002-07-01","0.052"
"1115","Temp","2002-07-01","19.249"
"1116","Zoop","2002-07-01","50072"
"1117","pH","2002-07-01","8.744"
"1118","secchi","2002-07-01","2.691"
"1119","Bacillariophyta","2002-07-01","0.018693278"
"1120","Chlorophyta","2002-07-01","0.155142067"
"1121","Cyanophyta","2002-07-01","1.071716911"
"1122","DayLength","2002-07-01","15.12191886"
"1123","Month","2002-08-01","8"
"1124","Year","2002-08-01","02"
"1125","Season","2002-08-01","summer"
"1126","serialdate","2002-08-01","731429"
"1127","Alk","2002-08-01","3415"
"1128","Ca","2002-08-01","29.862"
"1129","Chl","2002-08-01","4.402"
"1130","Cl","2002-08-01","30.67"
"1131","DIC","2002-08-01","44.02"
"1132","DO","2002-08-01","6.956"
"1133","DOC","2002-08-01","5.78"
"1134","DOsat","2002-08-01","80.687"
"1135","DRSilica","2002-08-01","1.316"
"1136","Fe","2002-08-01","0.000"
"1137","K","2002-08-01","3.50"
"1138","Mg","2002-08-01","29.77"
"1139","Mn","2002-08-01","0.00565"
"1140","NH4","2002-08-01","0.0403"
"1141","NO3NO2","2002-08-01","0.22111"
"1142","Na","2002-08-01","15.48"
"1143","SO4","2002-08-01","16.13"
"1144","SRP","2002-08-01","0.0373"
"1145","TIC","2002-08-01","44.200"
"1146","TKN","2002-08-01","0.6991"
"1147","TOC","2002-08-01","5.7288"
"1148","TP","2002-08-01","0.056"
"1149","Temp","2002-08-01","19.423"
"1150","Zoop","2002-08-01","24508"
"1151","pH","2002-08-01","8.608"
"1152","secchi","2002-08-01","2.317"
"1153","Bacillariophyta","2002-08-01","0.075416886"
"1154","Chlorophyta","2002-08-01","0.037467652"
"1155","Cyanophyta","2002-08-01","1.164393886"
"1156","DayLength","2002-08-01","14.30227909"
"1157","Month","2002-08-14","8"
"1158","Year","2002-08-14","02"
"1159","Season","2002-08-14","summer"
"1160","serialdate","2002-08-14","731442"
"1161","Alk","2002-08-14","3436"
"1162","Ca","2002-08-14","30.054"
"1163","Chl","2002-08-14","4.750"
"1164","Cl","2002-08-14","30.02"
"1165","DIC","2002-08-14","45.27"
"1166","DO","2002-08-14","6.143"
"1167","DOC","2002-08-14","5.73"
"1168","DOsat","2002-08-14","73.482"
"1169","DRSilica","2002-08-14","1.529"
"1170","Fe","2002-08-14","0.000"
"1171","K","2002-08-14","3.51"
"1172","Mg","2002-08-14","29.84"
"1173","Mn","2002-08-14","0.00530"
"1174","NH4","2002-08-14","0.0234"
"1175","NO3NO2","2002-08-14","0.10862"
"1176","Na","2002-08-14","15.52"
"1177","SO4","2002-08-14","15.78"
"1178","SRP","2002-08-14","0.0241"
"1179","TIC","2002-08-14","44.853"
"1180","TKN","2002-08-14","0.7235"
"1181","TOC","2002-08-14","5.7287"
"1182","TP","2002-08-14","0.047"
"1183","Temp","2002-08-14","20.081"
"1184","Zoop","2002-08-14","20359"
"1185","pH","2002-08-14","8.597"
"1186","secchi","2002-08-14","1.780"
"1187","Bacillariophyta","2002-08-14","0.028588275"
"1188","Chlorophyta","2002-08-14","0.021000697"
"1189","Cyanophyta","2002-08-14","1.595922823"
"1190","DayLength","2002-08-14","13.76289117"
"1191","Month","2002-08-29","8"
"1192","Year","2002-08-29","02"
"1193","Season","2002-08-29","summer"
"1194","serialdate","2002-08-29","731457"
"1195","Alk","2002-08-29","3470"
"1196","Ca","2002-08-29","30.502"
"1197","Chl","2002-08-29","4.133"
"1198","Cl","2002-08-29","29.75"
"1199","DIC","2002-08-29","43.48"
"1200","DO","2002-08-29","6.788"
"1201","DOC","2002-08-29","6.13"
"1202","DOsat","2002-08-29","79.111"
"1203","DRSilica","2002-08-29","1.599"
"1204","Fe","2002-08-29","0.001"
"1205","K","2002-08-29","3.59"
"1206","Mg","2002-08-29","30.33"
"1207","Mn","2002-08-29","0.00440"
"1208","NH4","2002-08-29","0.0405"
"1209","NO3NO2","2002-08-29","0.11805"
"1210","Na","2002-08-29","15.62"
"1211","SO4","2002-08-29","15.66"
"1212","SRP","2002-08-29","0.0226"
"1213","TIC","2002-08-29","43.414"
"1214","TKN","2002-08-29","0.6699"
"1215","TOC","2002-08-29","6.0563"
"1216","TP","2002-08-29","0.045"
"1217","Temp","2002-08-29","19.863"
"1218","Zoop","2002-08-29","16653"
"1219","pH","2002-08-29","8.238"
"1220","secchi","2002-08-29","2.202"
"1221","Bacillariophyta","2002-08-29","0.099957535"
"1222","Chlorophyta","2002-08-29","0.037219981"
"1223","Cyanophyta","2002-08-29","1.351457849"
"1224","DayLength","2002-08-29","13.06424638"
"1225","Month","2002-09-12","9"
"1226","Year","2002-09-12","02"
"1227","Season","2002-09-12","summer"
"1228","serialdate","2002-09-12","731471"
"1229","Alk","2002-09-12","3486"
"1230","Ca","2002-09-12","30.601"
"1231","Chl","2002-09-12","3.321"
"1232","Cl","2002-09-12","28.84"
"1233","DIC","2002-09-12","44.13"
"1234","DO","2002-09-12","7.701"
"1235","DOC","2002-09-12","6.06"
"1236","DOsat","2002-09-12","86.217"
"1237","DRSilica","2002-09-12","1.655"
"1238","Fe","2002-09-12","0.001"
"1239","K","2002-09-12","3.61"
"1240","Mg","2002-09-12","30.43"
"1241","Mn","2002-09-12","0.00372"
"1242","NH4","2002-09-12","0.0767"
"1243","NO3NO2","2002-09-12","0.17925"
"1244","Na","2002-09-12","15.67"
"1245","SO4","2002-09-12","15.20"
"1246","SRP","2002-09-12","0.0323"
"1247","TIC","2002-09-12","43.888"
"1248","TKN","2002-09-12","0.7134"
"1249","TOC","2002-09-12","6.0316"
"1250","TP","2002-09-12","0.055"
"1251","Temp","2002-09-12","18.302"
"1252","Zoop","2002-09-12","23642"
"1253","pH","2002-09-12","8.440"
"1254","secchi","2002-09-12","2.577"
"1255","Bacillariophyta","2002-09-12","0.053445422"
"1256","Chlorophyta","2002-09-12","0.030217437"
"1257","Cyanophyta","2002-09-12","0.914254468"
"1258","DayLength","2002-09-12","12.37324668"
"1259","Month","2002-09-24","9"
"1260","Year","2002-09-24","02"
"1261","Season","2002-09-24","fall"
"1262","serialdate","2002-09-24","731483"
"1263","Alk","2002-09-24","3505"
"1264","Ca","2002-09-24","30.134"
"1265","Chl","2002-09-24","3.179"
"1266","Cl","2002-09-24","27.37"
"1267","DIC","2002-09-24","43.08"
"1268","DO","2002-09-24","8.129"
"1269","DOC","2002-09-24","6.43"
"1270","DOsat","2002-09-24","94.132"
"1271","DRSilica","2002-09-24","1.933"
"1272","Fe","2002-09-24","0.001"
"1273","K","2002-09-24","3.63"
"1274","Mg","2002-09-24","30.34"
"1275","Mn","2002-09-24","0.00262"
"1276","NH4","2002-09-24","0.0250"
"1277","NO3NO2","2002-09-24","0.08443"
"1278","Na","2002-09-24","15.69"
"1279","SO4","2002-09-24","14.49"
"1280","SRP","2002-09-24","0.0089"
"1281","TIC","2002-09-24","42.367"
"1282","TKN","2002-09-24","0.6976"
"1283","TOC","2002-09-24","6.5112"
"1284","TP","2002-09-24","0.034"
"1285","Temp","2002-09-24","19.690"
"1286","Zoop","2002-09-24","25895"
"1287","pH","2002-09-24","8.570"
"1288","secchi","2002-09-24","1.781"
"1289","Bacillariophyta","2002-09-24","0.054997651"
"1290","Chlorophyta","2002-09-24","0.008773706"
"1291","Cyanophyta","2002-09-24","0.571136605"
"1292","DayLength","2002-09-24","11.77082986"
"1293","Month","2002-10-08","10"
"1294","Year","2002-10-08","02"
"1295","Season","2002-10-08","fall"
"1296","serialdate","2002-10-08","731497"
"1297","Alk","2002-10-08","3496"
"1298","Ca","2002-10-08","30.113"
"1299","Chl","2002-10-08","2.475"
"1300","Cl","2002-10-08","25.15"
"1301","DIC","2002-10-08","44.55"
"1302","DO","2002-10-08","8.081"
"1303","DOC","2002-10-08","5.99"
"1304","DOsat","2002-10-08","86.655"
"1305","DRSilica","2002-10-08","1.968"
"1306","Fe","2002-10-08","0.001"
"1307","K","2002-10-08","3.63"
"1308","Mg","2002-10-08","30.26"
"1309","Mn","2002-10-08","0.00152"
"1310","NH4","2002-10-08","0.1689"
"1311","NO3NO2","2002-10-08","0.13289"
"1312","Na","2002-10-08","15.75"
"1313","SO4","2002-10-08","13.33"
"1314","SRP","2002-10-08","0.0504"
"1315","TIC","2002-10-08","44.310"
"1316","TKN","2002-10-08","0.7836"
"1317","TOC","2002-10-08","5.9103"
"1318","TP","2002-10-08","0.072"
"1319","Temp","2002-10-08","16.426"
"1320","Zoop","2002-10-08","21539"
"1321","pH","2002-10-08","8.300"
"1322","secchi","2002-10-08","2.826"
"1323","Bacillariophyta","2002-10-08","0.055395903"
"1324","Chlorophyta","2002-10-08","0.026529464"
"1325","Cyanophyta","2002-10-08","0.723900796"
"1326","DayLength","2002-10-08","11.07556829"
"1327","Month","2002-10-22","10"
"1328","Year","2002-10-22","02"
"1329","Season","2002-10-22","fall"
"1330","serialdate","2002-10-22","731511"
"1331","Alk","2002-10-22","3467"
"1332","Ca","2002-10-22","29.888"
"1333","Chl","2002-10-22","1.079"
"1334","Cl","2002-10-22","21.65"
"1335","DIC","2002-10-22","45.00"
"1336","DO","2002-10-22","8.021"
"1337","DOC","2002-10-22","5.74"
"1338","DOsat","2002-10-22","80.648"
"1339","DRSilica","2002-10-22","2.519"
"1340","Fe","2002-10-22","0.000"
"1341","K","2002-10-22","3.59"
"1342","Mg","2002-10-22","29.90"
"1343","Mn","2002-10-22","0.00015"
"1344","NH4","2002-10-22","0.3507"
"1345","NO3NO2","2002-10-22","0.02436"
"1346","Na","2002-10-22","15.80"
"1347","SO4","2002-10-22","11.48"
"1348","SRP","2002-10-22","0.0909"
"1349","TIC","2002-10-22","44.765"
"1350","TKN","2002-10-22","0.9194"
"1351","TOC","2002-10-22","5.4796"
"1352","TP","2002-10-22","0.114"
"1353","Temp","2002-10-22","13.083"
"1354","Zoop","2002-10-22","17016"
"1355","pH","2002-10-22","7.935"
"1356","secchi","2002-10-22","3.005"
"1357","Bacillariophyta","2002-10-22","0.027427929"
"1358","Chlorophyta","2002-10-22","0.010181978"
"1359","Cyanophyta","2002-10-22","0.451503971"
"1360","DayLength","2002-10-22","10.41145102"
"1361","Month","2002-11-07","11"
"1362","Year","2002-11-07","02"
"1363","Season","2002-11-07","fall"
"1364","serialdate","2002-11-07","731527"
"1365","Alk","2002-11-07","3600"
"1366","Ca","2002-11-07","30.393"
"1367","Chl","2002-11-07","1.913"
"1368","Cl","2002-11-07","25.90"
"1369","DIC","2002-11-07","45.56"
"1370","DO","2002-11-07","9.286"
"1371","DOC","2002-11-07","6.02"
"1372","DOsat","2002-11-07","90.605"
"1373","DRSilica","2002-11-07","2.251"
"1374","Fe","2002-11-07","0.001"
"1375","K","2002-11-07","3.68"
"1376","Mg","2002-11-07","30.61"
"1377","Mn","2002-11-07","0.00139"
"1378","NH4","2002-11-07","0.2729"
"1379","NO3NO2","2002-11-07","0.11904"
"1380","Na","2002-11-07","15.79"
"1381","SO4","2002-11-07","13.74"
"1382","SRP","2002-11-07","0.0675"
"1383","TIC","2002-11-07","45.540"
"1384","TKN","2002-11-07","0.8524"
"1385","TOC","2002-11-07","5.9793"
"1386","TP","2002-11-07","0.086"
"1387","Temp","2002-11-07","12.873"
"1388","Zoop","2002-11-07","17806"
"1389","pH","2002-11-07","8.183"
"1390","secchi","2002-11-07","3.355"
"1391","Bacillariophyta","2002-11-07","0.090410328"
"1392","Chlorophyta","2002-11-07","0.033880339"
"1393","Cyanophyta","2002-11-07","0.712449388"
"1394","DayLength","2002-11-07","9.731378856"
"1395","Month","2002-11-20","11"
"1396","Year","2002-11-20","02"
"1397","Season","2002-11-20","fall"
"1398","serialdate","2002-11-20","731540"
"1399","Alk","2002-11-20","3729"
"1400","Ca","2002-11-20","30.970"
"1401","Chl","2002-11-20","1.611"
"1402","Cl","2002-11-20","28.73"
"1403","DIC","2002-11-20","46.61"
"1404","DO","2002-11-20","10.794"
"1405","DOC","2002-11-20","6.21"
"1406","DOsat","2002-11-20","97.566"
"1407","DRSilica","2002-11-20","2.512"
"1408","Fe","2002-11-20","0.004"
